P	Target	Ref
YBR034C	YBR009C	STRING
YBR034C	YNL030W	STRING
YBR059C	YNR047W	STRING
YBR083W	YBL016W	STRING
YBR136W	YBL003C	STRING
YBR136W	YCL061C	STRING
YBR136W	YDR225W	STRING
YBR136W	YHR154W	STRING
YBR136W	YML061C	STRING
YBR136W	YPL153C	STRING
YBR143C	YDR140W	STRING
YBR156C	YPL209C	STRING
YBR160W	YAL040C	STRING
YBR160W	YCL063W	STRING
YBR160W	YCR065W	STRING
YBR160W	YDL220C	STRING
YBR160W	YDR129C	STRING
YBR160W	YEL061C	STRING
YBR160W	YFL029C	STRING
YBR160W	YGR188C	STRING
YBR160W	YHR164C	STRING
YBR160W	YJL187C	STRING
YBR160W	YOR083W	STRING
YBR160W	YOR098C	STRING
YBR182C	YLR113W	STRING
YBR274W	YER095W	STRING
YBR274W	YJL187C	STRING
YBR274W	YMR036C	STRING
YCL032W	YLR113W	STRING
YCL061C	YBR136W	STRING
YCL063W	YBR160W	STRING
YCR065W	YBR160W	STRING
YDL017W	YPR019W	STRING
YDL028C	YKL042W	STRING
YDL149W	YGL180W	STRING
YDL159W	YBL016W	STRING
YDL159W	YGR040W	STRING
YDL159W	YLR362W	STRING
YDL220C	YBR160W	STRING
YDL235C	YHR206W	STRING
YDL235C	YLR006C	STRING
YDR080W	YER123W	STRING
YDR103W	YBL016W	STRING
YDR129C	YBR160W	STRING
YDR130C	YER177W	STRING
YDR135C	YIL035C	STRING
YDR140W	YBR143C	STRING
YDR146C	YFR028C	STRING
YDR224C	YGL058W	STRING
YDR225W	YBR136W	STRING
YDR225W	YGR188C	STRING
YDR369C	YBL088C	STRING
YDR440W	YBR010W	STRING
YDR440W	YNL031C	STRING
YDR477W	YGL035C	STRING
YDR477W	YGR252W	STRING
YDR490C	YHR205W	STRING
YDR490C	YKL126W	STRING
YEL019C	YOL034W	STRING
YEL061C	YBR160W	STRING
YER016W	YPL209C	STRING
YER068W	YOR096W	STRING
YER095W	YBR274W	STRING
YER118C	YLR113W	STRING
YER123W	YDR080W	STRING
YER133W	YLR263W	STRING
YER177W	YDR130C	STRING
YFL029C	YBR160W	STRING
YFL033C	YNL157W	STRING
YFR027W	YJL074C	STRING
YFR028C	YDR146C	STRING
YFR028C	YJL187C	STRING
YGL035C	YDR477W	STRING
YGL058W	YBL002W	STRING
YGL058W	YDR224C	STRING
YGL073W	YJL141C	STRING
YGL116W	YGR188C	STRING
YGL180W	YDL149W	STRING
YGL180W	YNL223W	STRING
YGL190C	YMR036C	STRING
YGR014W	YJR143C	STRING
YGR040W	YDL159W	STRING
YGR092W	YMR032W	STRING
YGR140W	YNL307C	STRING
YGR178C	YAL017W	STRING
YGR188C	YBL003C	STRING
YGR188C	YBR160W	STRING
YGR188C	YDR225W	STRING
YGR188C	YGL116W	STRING
YGR188C	YOR026W	STRING
YGR252W	YBR010W	STRING
YGR252W	YDR477W	STRING
YGR252W	YNL031C	STRING
YHL007C	YLR362W	STRING
YHL007C	YNL118C	STRING
YHR030C	YLR182W	STRING
YHR119W	YBR010W	STRING
YHR119W	YNL031C	STRING
YHR154W	YBL088C	STRING
YHR154W	YBR136W	STRING
YHR164C	YBR160W	STRING
YHR205W	YDR490C	STRING
YHR206W	YDL235C	STRING
YIL035C	YDR135C	STRING
YIL095W	YIR006C	STRING
YIL095W	YOR329C	STRING
YIR006C	YIL095W	STRING
YJL074C	YFR027W	STRING
YJL074C	YPR068C	STRING
YJL095W	YBL105C	STRING
YJL128C	YLR113W	STRING
YJL141C	YGL073W	STRING
YJL141C	YNR052C	STRING
YJL157C	YBL016W	STRING
YJL168C	YBR010W	STRING
YJL168C	YNL031C	STRING
YJL187C	YBR160W	STRING
YJL187C	YBR274W	STRING
YJL187C	YFR028C	STRING
YJL187C	YMR186W	STRING
YJL187C	YPL240C	STRING
YJL194W	YNL307C	STRING
YJR053W	YMR001C	STRING
YJR053W	YOR233W	STRING
YJR143C	YGR014W	STRING
YKL042W	YDL028C	STRING
YKL048C	YOR233W	STRING
YKL049C	YOL054W	STRING
YKL049C	YPL209C	STRING
YKL089W	YPL209C	STRING
YKL101W	YNL233W	STRING
YKL126W	YDR490C	STRING
YLR006C	YDL235C	STRING
YLR113W	YBL103C	STRING
YLR113W	YBR182C	STRING
YLR113W	YCL032W	STRING
YLR113W	YER118C	STRING
YLR113W	YJL128C	STRING
YLR113W	YLR138W	STRING
YLR113W	YNL167C	STRING
YLR138W	YLR113W	STRING
YLR182W	YHR030C	STRING
YLR258W	YPL031C	STRING
YLR263W	YER133W	STRING
YLR263W	YOR351C	STRING
YLR362W	YDL159W	STRING
YLR362W	YHL007C	STRING
YLR384C	YPL204W	STRING
YML010W	YPR161C	STRING
YML061C	YBR136W	STRING
YMR001C	YJR053W	STRING
YMR001C	YMR036C	STRING
YMR001C	YOR372C	STRING
YMR001C	YPL153C	STRING
YMR032W	YGR092W	STRING
YMR036C	YBR274W	STRING
YMR036C	YGL190C	STRING
YMR036C	YMR001C	STRING
YMR186W	YJL187C	STRING
YNL030W	YBR034C	STRING
YNL031C	YDR440W	STRING
YNL031C	YGR252W	STRING
YNL031C	YHR119W	STRING
YNL031C	YJL168C	STRING
YNL031C	YPL209C	STRING
YNL053W	YBL016W	STRING
YNL118C	YHL007C	STRING
YNL154C	YNL272C	STRING
YNL157W	YFL033C	STRING
YNL167C	YLR113W	STRING
YNL223W	YGL180W	STRING
YNL233W	YKL101W	STRING
YNL271C	YBL016W	STRING
YNL272C	YNL154C	STRING
YNL307C	YGR140W	STRING
YNL307C	YJL194W	STRING
YNR047W	YBR059C	STRING
YNR052C	YJL141C	STRING
YOL034W	YEL019C	STRING
YOL054W	YKL049C	STRING
YOR026W	YGR188C	STRING
YOR033C	YPL153C	STRING
YOR083W	YBR160W	STRING
YOR096W	YER068W	STRING
YOR098C	YBR160W	STRING
YOR233W	YJR053W	STRING
YOR233W	YKL048C	STRING
YOR329C	YIL095W	STRING
YOR351C	YLR263W	STRING
YOR372C	YMR001C	STRING
YPL031C	YLR258W	STRING
YPL153C	YBR136W	STRING
YPL153C	YMR001C	STRING
YPL153C	YOR033C	STRING
YPL204W	YLR384C	STRING
YPL209C	YBR010W	STRING
YPL209C	YBR156C	STRING
YPL209C	YER016W	STRING
YPL209C	YKL049C	STRING
YPL209C	YKL089W	STRING
YPL209C	YNL031C	STRING
YPL240C	YJL187C	STRING
YPR019W	YDL017W	STRING
YPR068C	YJL074C	STRING
YPR161C	YML010W	STRING
YDR477W	YGL035C	Yeast KID
YBR160W	YLR079W	Yeast KID
YPL209C	YBR156C	Yeast KID
YBR160W	YJL187C	Yeast KID
YMR001C	YJL187C	Yeast KID
YHR030C	YPL140C	Yeast KID
YLR113W	YLL043W	Yeast KID
YPL031C	YGR233C	Yeast KID
YPL031C	YOL001W	Yeast KID
YPL031C	YFR034C	Yeast KID
YER129W	YDR477W	Yeast KID
YBR160W	YMR001C	Yeast KID
YIL095W	YIR006C	Yeast KID
YOR233W	YJR053W	Yeast KID
YBR136W	YAR007C	Yeast KID
YBR160W	YDR130C	Yeast KID
YKL101W	YBR133C	Yeast KID
YBR160W	YOR083W	Yeast KID
YBR160W	YOR372C	Yeast KID
YLR113W	YLR248W	Yeast KID
YJL187C	YBR160W	Yeast KID
YPL153C	YDL101C	Yeast KID
YKL166C	YGL180W	Yeast KID
YBR160W	YJL076W	Yeast KID
YMR001C	YDL003W	Yeast KID
YBR160W	YPL269W	Yeast KID
YBR160W	YGL003C	Yeast KID
YDL028C	YKL042W	Yeast KID
YIL095W	YBL007C	Yeast KID
YPL031C	YDR388W	Yeast KID
YDL235C	YLR006C	Yeast KID
YHR102W	YNL161W	Yeast KID
YBR160W	YHR164C	Yeast KID
YHR205W	YFL033C	Yeast KID
YBR160W	YAL040C	Yeast KID
YHR030C	YPL089C	Yeast KID
YPL203W	YGL180W	Yeast KID
YJL164C	YGL180W	Yeast KID
YGR262C	YER174C	Yeast KID
YPL031C	YMR165C	Yeast KID
YDR490C	YGR086C	Yeast KID
YNL161W	YDR293C	Yeast KID
YHR030C	YNL025C	Yeast KID
YBR160W	YDR379W	Yeast KID
YIL035C	YER161C	Yeast KID
YOR061W	YER161C	Yeast KID
YLR113W	YBR182C	Yeast KID
YHR030C	YOR231W	Yeast KID
YBR160W	YNL068C	Yeast KID
YBR160W	YBR200W	Yeast KID
YBR160W	YNL309W	Yeast KID
YMR001C	YPL153C	Yeast KID
YBR160W	YDR113C	Yeast KID
YDL028C	YPL124W	Yeast KID
YFL029C	YBR160W	Yeast KID
YDL101C	YML058W	Yeast KID
YBR160W	YDR217C	Yeast KID
YAR019C	YGR092W	Yeast KID
YDL108W	YDL140C	Yeast KID
YBR160W	YGR270W	Yeast KID
YBR160W	YKL108W	Yeast KID
YPL209C	YGR113W	Yeast KID
YOL100W	YGR086C	Yeast KID
YPL203W	YIL033C	Yeast KID
YKL048C	YDR507C	Yeast KID
YGR262C	YKR038C	Yeast KID
YPL153C	YDR217C	Yeast KID
YGR188C	YOR026W	Yeast KID
YPL204W	YPR181C	Yeast KID
YDR477W	YDR028C	Yeast KID
YLR113W	YER151C	Yeast KID
YHR135C	YBL032W	Yeast KID
YPL031C	YFL033C	Yeast KID
YJL164C	YJL141C	Yeast KID
YPL031C	YDR379W	Yeast KID
YPL042C	YPL248C	Yeast KID
YDR477W	YER027C	Yeast KID
YFL029C	YPR054W	Yeast KID
YJL128C	YLR113W	Yeast KID
YDL028C	YGL093W	Yeast KID
YBR160W	YDL225W	Yeast KID
YPL204W	YNL027W	Yeast KID
YMR216C	YDR432W	Yeast KID
YBR160W	YDR082W	Yeast KID
YBR160W	YEL032W	Yeast KID
YPL042C	YDL140C	Yeast KID
YJL128C	YER118C	Yeast KID
YDR507C	YDL225W	Yeast KID
YBR160W	YKL022C	Yeast KID
YBR160W	YML027W	Yeast KID
YNL161W	YLR131C	Yeast KID
YBR160W	YHR118C	Yeast KID
YBR160W	YPL209C	Yeast KID
YBR160W	YJL194W	Yeast KID
YNL298W	YJL187C	Yeast KID
YLR113W	YNL167C	Yeast KID
YBR160W	YCR065W	Yeast KID
YBR160W	YPL267W	Yeast KID
YBR160W	YCL063W	Yeast KID
YPR161C	YDL140C	Yeast KID
YDR477W	YDR422C	Yeast KID
YPL031C	YNL233W	Yeast KID
YJL164C	YNL027W	Yeast KID
YPL031C	YLR258W	Yeast KID
YBR160W	YMR165C	Yeast KID
YHR030C	YNL053W	Yeast KID
YMR001C	YJL076W	Yeast KID
YOR061W	YLR079W	Yeast KID
YJL164C	YIL033C	Yeast KID
YBR160W	YKL052C	Yeast KID
YMR139W	YJR094C	Yeast KID
YGR092W	YIL106W	Yeast KID
YPL042C	YHR084W	Yeast KID
YDL159W	YBL016W	Yeast KID
YBR160W	YDR507C	Yeast KID
YBR160W	YBL084C	Yeast KID
YJL187C	YMR186W	Yeast KID
YHR030C	YER111C	Yeast KID
YJL164C	YGL116W	Yeast KID
YPL203W	YGL116W	Yeast KID
YLR113W	YOR066W	Yeast KID
YJL141C	YNR052C	Yeast KID
YHR030C	YLR442C	Yeast KID
YPL153C	YLR182W	Yeast KID
YPL031C	YHR071W	Yeast KID
YBR160W	YJL157C	Yeast KID
YDR477W	YGL208W	Yeast KID
YMR001C	YPR007C	Yeast KID
YOL100W	YPL004C	Yeast KID
YPL203W	YOR140W	Yeast KID
YDR490C	YPL004C	Yeast KID
YDL028C	YDR356W	Yeast KID
YJR066W	YPR185W	Yeast KID
YBR160W	YPL153C	Yeast KID
YBL105C	YJL095W	Yeast KID
YLR248W	YLR113W	Yeast KID
YPL209C	YOR058C	Yeast KID
YNR031C	YJL128C	Yeast KID
YKL166C	YIL033C	Yeast KID
YNL298W	YHR107C	Yeast KID
YLR113W	YCL061C	Yeast KID
YNL298W	YBR200W	Yeast KID
YOR351C	YLR263W	Yeast KID
YLR113W	YJL128C	Yeast KID
YGL180W	YLR423C	Yeast KID
YDR490C	YJL164C	Yeast KID
YBR160W	YDR103W	Yeast KID
YKL203C	YPR185W	Yeast KID
YIL095W	YCR088W	Yeast KID
YFL029C	YKL139W	Yeast KID
YBR136W	YMR190C	Yeast KID
YPL031C	YDL225W	Yeast KID
YOL045W	YKL035W	Yeast KID
YLR113W	YKL101W	Yeast KID
YDR490C	YKL126W	Yeast KID
YGR092W	YMR032W	Yeast KID
YFL029C	YJL106W	Yeast KID
YMR001C	YAL047C	Yeast KID
YNL298W	YCR002C	Yeast KID
YBL016W	YBR083W	Yeast KID
YKL166C	YKL038W	Yeast KID
YMR001C	YGL003C	Yeast KID
YIL035C	YOR057W	Yeast KID
YBR274W	YDR113C	Yeast KID
YDL101C	YPL153C	Yeast KID
YDR477W	YER040W	Yeast KID
YGL180W	YBL078C	Yeast KID
YBR136W	YDL220C	Yeast KID
YBR160W	YGL175C	Yeast KID
YPL042C	YDL005C	Yeast KID
YJL095W	YHR030C	Yeast KID
YNR047W	YKL126W	Yeast KID
YLR113W	YCL032W	Yeast KID
YJL106W	YLR079W	Yeast KID
YPL140C	YHR030C	Yeast KID
YBR160W	YBL085W	Yeast KID
YHR030C	YLR182W	Yeast KID
YNR031C	YLR006C	Yeast KID
YDR490C	YPL203W	Yeast KID
YER129W	YER027C	Yeast KID
YMR216C	YCL011C	Yeast KID
YBR160W	YLR183C	Yeast KID
YBR160W	YDL220C	Yeast KID
YJL106W	YJR094C	Yeast KID
YBR160W	YKL042W	Yeast KID
YFL029C	YDL108W	Yeast KID
YDL235C	YHR206W	Yeast KID
YPR161C	YML010W	Yeast KID
YNL307C	YAL038W	Yeast KID
YDR490C	YKL166C	Yeast KID
YBR160W	YDR451C	Yeast KID
YBR160W	YGR108W	Yeast KID
YNL161W	YFL034C-B	Yeast KID
YOR351C	YIL072W	Yeast KID
YBR160W	YHR166C	Yeast KID
YBR160W	YDR146C	Yeast KID
YBR160W	YMR199W	Yeast KID
YNL307C	YPL155C	Yeast KID
YPL209C	YJL013C	Yeast KID
YDL108W	YOR174W	Yeast KID
YDR283C	YJR007W	Yeast KID
YBR160W	YAL024C	Yeast KID
YER123W	YDR080W	Yeast KID
YDR477W	YJL089W	Yeast KID
YOR061W	YOR119C	Yeast KID
YHR030C	YLR371W	Yeast KID
YIL035C	YLR079W	Yeast KID
YBR160W	YLR425W	Yeast KID
YNL307C	YIL033C	Yeast KID
YBR160W	YDL017W	Yeast KID
YHR205W	YGR262C	Yeast KID
YBR136W	YPL153C	Yeast KID
YIL147C	YDL235C	Yeast KID
YDL028C	YOR257W	Yeast KID
YDR477W	YGL073W	Yeast KID
YBR160W	YCL051W	Yeast KID
YBL016W	YJL157C	Yeast KID
YHR102W	YKL189W	Yeast KID
YBR160W	YPR119W	Yeast KID
YJL164C	YDR001C	Yeast KID
YMR001C	YMR032W	Yeast KID
YJL187C	YPL240C	Yeast KID
YJL164C	YLR310C	Yeast KID
YNR031C	YLR113W	Yeast KID
YMR001C	YOR372C	Yeast KID
YGL180W	YPR049C	Yeast KID
YBL088C	YCR014C	Yeast KID
YBR160W	YJR021C	Yeast KID
YBR059C	YOR329C	Yeast KID
YBR160W	YBR135W	Yeast KID
YDR477W	YER028C	Yeast KID
YBR160W	YFL029C	Yeast KID
YBR160W	YBR060C	Yeast KID
YHR030C	YOR220W	Yeast KID
YDR477W	YGL115W	Yeast KID
YHR030C	YJL095W	Yeast KID
YKL126W	YNR047W	Yeast KID
YIL035C	YDR043C	Yeast KID
YMR001C	YFR028C	Yeast KID
YBR160W	YPL256C	Yeast KID
YMR139W	YDR207C	Yeast KID
YBR160W	YPL124W	Yeast KID
YNL298W	YAL041W	Yeast KID
YBR160W	YAL005C	Yeast KID
YMR001C	YJR053W	Yeast KID
YPL042C	YKL043W	Yeast KID
YDR477W	YJL005W	Yeast KID
YKL048C	YDR477W	Yeast KID
YLR113W	YLR138W	Yeast KID
YPL153C	YCL061C	Yeast KID
YPL031C	YEL009C	Yeast KID
YDR490C	YHR205W	Yeast KID
YNL161W	YIL129C	Yeast KID
YBR136W	YHR154W	Yeast KID
YIL035C	YKL160W	Yeast KID
YBR160W	YER111C	Yeast KID
YMR001C	YGR092W	Yeast KID
YIL035C	YDR496C	Yeast KID
YLR113W	YHR030C	Yeast KID
YHR205W	YER088C	Yeast KID
YLR113W	YLR079W	Yeast KID
YHR205W	YBL054W	Yeast KID
YFL029C	YPR161C	Yeast KID
YOR231W	YHR030C	Yeast KID
YKL048C	YHR005C	Yeast KID
YBR160W	YER114C	Yeast KID
YBR160W	YDR356W	Yeast KID
YJL128C	YNR031C	Yeast KID
YDR507C	YHR107C	Yeast KID
YAR019C	YOR373W	Yeast KID
YBL016W	YNL271C	Yeast KID
YBR160W	YLR182W	Yeast KID
YDL108W	YPR025C	Yeast KID
YJL164C	YER177W	Yeast KID
YNL298W	YJR076C	Yeast KID
YMR001C	YDR052C	Yeast KID
YOR061W	YML074C	Yeast KID
YBR160W	YGL090W	Yeast KID
YIL095W	YOR329C	Yeast KID
YDL028C	YFR046C	Yeast KID
YPL031C	YNL289W	Yeast KID
YNL020C	YCR088W	Yeast KID
YJL187C	YBR133C	Yeast KID
YBL016W	YDL159W	Yeast KID
YMR001C	YBL097W	Yeast KID
YMR001C	YDR325W	Yeast KID
YMR001C	YLR272C	Yeast KID
YPL153C	YER089C	Yeast KID
YPL031C	YLR079W	Yeast KID
YNL298W	YLR229C	Yeast KID
YBR160W	YKR089C	Yeast KID
YGL179C	YDR477W	Yeast KID
YJL106W	YNL312W	Yeast KID
YPL204W	YMR153W	Yeast KID
YKL101W	YJL187C	Yeast KID
YLR362W	YCL032W	Yeast KID
YLR362W	YJL128C	Yeast KID
YDL017W	YDR052C	Yeast KID
YPL031C	YMR311C	Yeast KID
YKL048C	YOR233W	Yeast KID
YJR066W	YNL076W	Yeast KID
YGL180W	YPR185W	Yeast KID
YBR160W	YFR027W	Yeast KID
YPL203W	YJL141C	Yeast KID
YBL105C	YPR165W	Yeast KID
YNL161W	YNL272C	Yeast KID
YDR477W	YOR018W	Yeast KID
YBR160W	YGL113W	Yeast KID
YNL020C	YIR006C	Yeast KID
YJL187C	YMR001C	Yeast KID
YPL031C	YGL134W	Yeast KID
YPL031C	YIL050W	Yeast KID
YGR092W	YBR038W	Yeast KID
YPL204W	YKL143W	Yeast KID
YOR061W	YKL089W	Yeast KID
YNL020C	YBL007C	Yeast KID
YBR160W	YEL061C	Yeast KID
YJL106W	YHR124W	Yeast KID
YPL031C	YKL185W	Yeast KID
YIL095W	YDL161W	Yeast KID
YMR001C	YOR195W	Yeast KID
YPL204W	YER106W	Yeast KID
YPL031C	YHL027W	Yeast KID
YJL164C	YFL033C	Yeast KID
YHR030C	YOR276W	Yeast KID
YKL203C	YMR104C	Yeast KID
YMR001C	YGL175C	Yeast KID
YMR104C	YMR109W	Yeast KID
YPL042C	YNL025C	Yeast KID
YLR113W	YLR335W	Yeast KID
YPL204W	YPR016C	Yeast KID
YBL016W	YDR103W	Yeast KID
YPL031C	YDR146C	Yeast KID
YBR160W	YPR120C	Yeast KID
YMR001C	YMR055C	Yeast KID
YPL204W	YPR008W	Yeast KID
YBR160W	YNL225C	Yeast KID
YNL298W	YDR309C	Yeast KID
YBR160W	YFR028C	Yeast KID
YBR160W	YDL140C	Yeast KID
YKL203C	YKL126W	Yeast KID
YPL204W	YLR384C	Yeast KID
YBR160W	YBL063W	Yeast KID
YOR061W	YDR496C	Yeast KID
YOR351C	YGL163C	Yeast KID
YKL139W	YGL123W	Yeast KID
YDL028C	YIL106W	Yeast KID
YIL035C	YGR270W	Yeast KID
YOR061W	YGR270W	Yeast KID
YHR205W	YDR054C	Yeast KID
YBR136W	YDR076W	Yeast KID
YIL035C	YOR254C	Yeast KID
YBL016W	YLR452C	Yeast KID
YLR113W	YMR172W	Yeast KID
YBR160W	YGR188C	Yeast KID
YJR066W	YHR082C	Yeast KID
YBR160W	YGR092W	Yeast KID
YBR160W	YPR175W	Yeast KID
YPR161C	YLR226W	Yeast KID
YDL028C	YIL144W	Yeast KID
YBL105C	YMR036C	Yeast KID
YJL164C	YNL197C	Yeast KID
YOL100W	YBL105C	Yeast KID
YBL105C	YOL100W	Yeast KID
YDR122W	YGR009C	Yeast KID
YJL106W	YER020W	Yeast KID
YDL028C	YGR188C	Yeast KID
YKL166C	YPR185W	Yeast KID
YPL203W	YPR185W	Yeast KID
YJL164C	YPR185W	Yeast KID
YDL028C	YGL086W	Yeast KID
YPL042C	YMR037C	Yeast KID
YPL209C	YBR260C	Yeast KID
YKL203C	YIL105C	Yeast KID
YKL139W	YDL140C	Yeast KID
YOL128C	YIL033C	Yeast KID
YPL209C	YFR046C	Yeast KID
YNL298W	YMR232W	Yeast KID
YKL139W	YJL006C	Yeast KID
YHR030C	YBL105C	Yeast KID
YBL105C	YHR030C	Yeast KID
YJL164C	YDR443C	Yeast KID
YHR102W	YOR353C	Yeast KID
YJL141C	YDR223W	Yeast KID
YDR477W	YDR216W	Yeast KID
YBR160W	YLR210W	Yeast KID
YLR113W	YGR097W	Yeast KID
YJL164C	YLR133W	Yeast KID
YPL031C	YJR072C	Yeast KID
YBR160W	YFR046C	Yeast KID
YDR477W	YGR252W	Yeast KID
YJL164C	YER088C	Yeast KID
YPL203W	YOR028C	Yeast KID
YKL166C	YOR028C	Yeast KID
YJL164C	YOR028C	Yeast KID
YBR160W	YKL185W	Yeast KID
YBR160W	YER032W	Yeast KID
YPL153C	YJL115W	Yeast KID
YDR477W	YDR043C	Yeast KID
YBR160W	YDL155W	Yeast KID
YHR135C	YDR277C	Yeast KID
YHR135C	YOR047C	Yeast KID
YDL159W	YGR040W	Yeast KID
YIL095W	YNL271C	Yeast KID
YJL141C	YGL073W	Yeast KID
YDL101C	YLR265C	Yeast KID
YER129W	YHR005C	Yeast KID
YOR061W	YER148W	Yeast KID
YOR061W	YDR168W	Yeast KID
YJR066W	YFL033C	Yeast KID
YPL204W	YER177W	Yeast KID
YOR061W	YKL160W	Yeast KID
YOR061W	YDR346C	Yeast KID
YIL035C	YDR346C	Yeast KID
YLR113W	YOR083W	Yeast KID
YBR136W	YGL175C	Yeast KID
YLR113W	YER118C	Yeast KID
YPL153C	YNL031C	Yeast KID
YHR030C	YIL113W	Yeast KID
YOR061W	YOL054W	Yeast KID
YPL204W	YOL083W	Yeast KID
YPL153C	YDR076W	Yeast KID
YHR205W	YIL036W	Yeast KID
YMR216C	YNL004W	Yeast KID
YIL035C	YKL089W	Yeast KID
YKL203C	YER040W	Yeast KID
YDL017W	YBL023C	Yeast KID
YBL105C	YHL020C	Yeast KID
YPR161C	YGL058W	Yeast KID
YPL203W	YKL038W	Yeast KID
YJL164C	YKL038W	Yeast KID
YIL147C	YHR206W	Yeast KID
YJL106W	YDR310C	Yeast KID
YKL139W	YML112W	Yeast KID
YAL017W	YJR060W	Yeast KID
YBR160W	YLR212C	Yeast KID
YOR061W	YKL112W	Yeast KID
YIL035C	YKL112W	Yeast KID
YIL035C	YJR093C	Yeast KID
YOR061W	YJR093C	Yeast KID
YDL017W	YPR019W	Yeast KID
YJL164C	YDR490C	Yeast KID
YKL048C	YJL187C	Yeast KID
YDR507C	YLR314C	Yeast KID
YDL101C	YJL026W	Yeast KID
YDR477W	YOR047C	Yeast KID
YPL209C	YER016W	Yeast KID
YBR160W	YNL233W	Yeast KID
YBL105C	YBR023C	Yeast KID
YDR477W	YPL133C	Yeast KID
YJL128C	YDR162C	Yeast KID
YNL161W	YCL051W	Yeast KID
YPL031C	YDL127W	Yeast KID
YPL031C	YER059W	Yeast KID
YPL031C	YDL179W	Yeast KID
YMR001C	YLR425W	Yeast KID
YLR113W	YOR208W	Yeast KID
YLR113W	YER075C	Yeast KID
YLR113W	YJL187C	Yeast KID
YFL033C	YPL031C	Yeast KID
YDR507C	YKR048C	Yeast KID
YBR160W	YPL155C	Yeast KID
YBR160W	YHL007C	Yeast KID
YJL095W	YPL089C	Yeast KID
YIL147C	YLR006C	Yeast KID
YDL079C	YIL033C	Yeast KID
YMR001C	YOR373W	Yeast KID
YBR160W	YKL048C	Yeast KID
YBR160W	YLR314C	Yeast KID
YPL153C	YOR372C	Yeast KID
YJR059W	YGL008C	Yeast KID
YHR205W	YDR169C	Yeast KID
YBR136W	YDR217C	Yeast KID
YGR040W	YDL159W	Yeast KID
YDL108W	YDR460W	Yeast KID
YGL180W	YFR021W	Yeast KID
YPL042C	YJL089W	Yeast KID
YBL105C	YGL035C	Yeast KID
YBL088C	YOR189W	Yeast KID
YBR136W	YOR189W	Yeast KID
YPL153C	YER169W	Yeast KID
YLR113W	YGL158W	Yeast KID
YKL048C	YCL024W	Yeast KID
YBR160W	YDR309C	Yeast KID
YBR160W	YIL031W	Yeast KID
YPL031C	YOR032C	Yeast KID
YPL031C	YHR042W	Yeast KID
YDR477W	YLR258W	Yeast KID
YHR135C	YFR029W	Yeast KID
YOL045W	YOR276W	Yeast KID
YOL045W	YCL037C	Yeast KID
YBR160W	YHR030C	Yeast KID
YPL203W	YER109C	Yeast KID
YPL204W	YPR007C	Yeast KID
YDL028C	YGR113W	Yeast KID
YBR160W	YMR036C	Yeast KID
YPL031C	YOR083W	Yeast KID
YAR019C	YML064C	Yeast KID
YGL180W	YDR022C	Yeast KID
YPL042C	YEL009C	Yeast KID
YHR205W	YNL167C	Yeast KID
YNL298W	YHR061C	Yeast KID
YBL016W	YHR005C	Yeast KID
YBR136W	YCL061C	Yeast KID
YBR160W	YLR096W	Yeast KID
YDR477W	YOL136C	Yeast KID
YNL307C	YKL101W	Yeast KID
YJL164C	YIL107C	Yeast KID
YBL016W	YER151C	Yeast KID
YBR160W	YLR457C	Yeast KID
YPL153C	YHR030C	Yeast KID
YLR113W	YOR098C	Yeast KID
YBR160W	YDL106C	Yeast KID
YPL153C	YJL187C	Yeast KID
YGL180W	YDL149W	Yeast KID
YBR160W	YPR174C	Yeast KID
YPL204W	YBR247C	Yeast KID
YBL016W	YNL053W	Yeast KID
YIL035C	YOR119C	Yeast KID
YDR477W	YMR037C	Yeast KID
YPL153C	YMR001C	Yeast KID
YBR160W	YLR102C	Yeast KID
YIL035C	YOR039W	Yeast KID
YJL095W	YBL105C	Yeast KID
YBR136W	YDR225W	Yeast KID
YDR507C	YKL101W	Yeast KID
YBR160W	YOR066W	Yeast KID
YBR160W	YNL042W	Yeast KID
YBR160W	YOR195W	Yeast KID
YBR059C	YBL007C	Yeast KID
YLR362W	YLR113W	Yeast KID
YDR507C	YJL187C	Yeast KID
YKL101W	YHR107C	Yeast KID
YMR001C	YPR165W	Yeast KID
YPL153C	YDR052C	Yeast KID
YIL095W	YHR161C	Yeast KID
YHR030C	YPL240C	Yeast KID
YLR113W	YER022W	Yeast KID
YHR030C	YKL161C	Yeast KID
YHR030C	YOR208W	Yeast KID
YJL128C	YLR362W	Yeast KID
YDR507C	YCL024W	Yeast KID
YBR160W	YNL298W	Yeast KID
YOR233W	YMR055C	Yeast KID
YMR001C	YMR076C	Yeast KID
YCR073C	YJL128C	Yeast KID
YJL128C	YCR073C	Yeast KID
YCR073C	YLR006C	Yeast KID
YDR490C	YMR104C	Yeast KID
YKL048C	YKL101W	Yeast KID
YHR030C	YKL190W	Yeast KID
YPL153C	YDL225W	Yeast KID
YBR059C	YIR006C	Yeast KID
YFL029C	YPL256C	Yeast KID
YNL298W	YDR507C	Yeast KID
YNL298W	YAL024C	Yeast KID
YGR262C	YML036W	Yeast KID
YJL128C	YLR248W	Yeast KID
YBR160W	YJR092W	Yeast KID
YBR160W	YBR038W	Yeast KID
YDR477W	YNR016C	Yeast KID
YDR477W	YMR205C	Yeast KID
YDR477W	YPL042C	Yeast KID
YDR477W	YNL025C	Yeast KID
YPL153C	YLR176C	Yeast KID
YJL165C	YKL038W	Yeast KID
