P	Target	Ref
YHR135C	YBL061C	Ptacek 2005
YHR135C	YGR249W	Ptacek 2005
YHR135C	YKR041W	Ptacek 2005
YHR135C	YML062C	Ptacek 2005
YHR135C	YBL047C	Ptacek 2005
YHR135C	YGL079W	Ptacek 2005
YHR135C	YHR090C	Ptacek 2005
YHR135C	YBL032W	Ptacek 2005
YHR135C	YHR156C	Ptacek 2005
YHR135C	YMR290C	Ptacek 2005
YHR135C	YDR153C	Ptacek 2005
YHR135C	YFR024C-A	Ptacek 2005
YHR135C	YFR038W	Ptacek 2005
YHR135C	YBR108W	Ptacek 2005
YHR135C	YNL245C	Ptacek 2005
YHR135C	YMR297W	Ptacek 2005
YHR135C	YGR126W	Ptacek 2005
YHR135C	YFL050C	Ptacek 2005
YHR135C	YBR130C	Ptacek 2005
YHR135C	YKR071C	Ptacek 2005
YHR135C	YDL099W	Ptacek 2005
YHR135C	YDR037W	Ptacek 2005
YHR135C	YHL009C	Ptacek 2005
YHR135C	YER125W	Ptacek 2005
YHR135C	YBL055C	Ptacek 2005
YHR135C	YKR079C	Ptacek 2005
YHR135C	YDL115C	Ptacek 2005
YHR135C	YPR158W-A	Ptacek 2005
YHR135C	YNL165W	Ptacek 2005
YHR135C	YJR092W	Ptacek 2005
YHR135C	YAR014C	Ptacek 2005
YHR135C	YLR276C	Ptacek 2005
YHR135C	YJL148W	Ptacek 2005
YHR135C	YPL181W	Ptacek 2005
YHR135C	YNL173C	Ptacek 2005
YHR135C	YLR410W-A	Ptacek 2005
YHR135C	YIL075C	Ptacek 2005
YHR135C	YOR344C	Ptacek 2005
YHR135C	YFR010W	Ptacek 2005
YHR135C	YOL130W	Ptacek 2005
YHR135C	YPL146C	Ptacek 2005
YHR135C	YNL304W	Ptacek 2005
YHR135C	YDR169C	Ptacek 2005
YHR135C	YER024W	Ptacek 2005
YHR135C	YKL048C	Ptacek 2005
YHR135C	YOL123W	Ptacek 2005
YHR135C	YLR429W	Ptacek 2005
YHR135C	YGL248W	Ptacek 2005
YHR135C	YKR094C	Ptacek 2005
YHR135C	YMR081C	Ptacek 2005
YHR135C	YKR022C	Ptacek 2005
YHR135C	YOR141C	Ptacek 2005
YHR135C	YOR054C	Ptacek 2005
YHR135C	YPR083W	Ptacek 2005
YHR135C	YBL078C	Ptacek 2005
YHR135C	YHL024W	Ptacek 2005
YHR135C	YOL153C	Ptacek 2005
YHR135C	YDR034C-C	Ptacek 2005
YHR135C	YDR540C	Ptacek 2005
YHR135C	YLR132C	Ptacek 2005
YHR135C	YPR091C	Ptacek 2005
YHR135C	YOL103W-A	Ptacek 2005
YHR135C	YLR451W	Ptacek 2005
YHR135C	YJL084C	Ptacek 2005
YHR135C	YDR293C	Ptacek 2005
YHR135C	YJL033W	Ptacek 2005
YHR135C	YKL121W	Ptacek 2005
YHR135C	YLR030W	Ptacek 2005
YHR135C	YPR019W	Ptacek 2005
YHR135C	YER127W	Ptacek 2005
YHR135C	YCL029C	Ptacek 2005
YHR135C	YIL156W	Ptacek 2005
YHR135C	YOR083W	Ptacek 2005
YHR135C	YNL094W	Ptacek 2005
YHR135C	YJR044C	Ptacek 2005
YHR135C	YLR125W	Ptacek 2005
YHR135C	YML007W	Ptacek 2005
YHR135C	YCL014W	Ptacek 2005
YHR135C	YFR034C	Ptacek 2005
YHR135C	YIL091C	Ptacek 2005
YHR135C	YPL133C	Ptacek 2005
YHR135C	YDR439W	Ptacek 2005
YHR135C	YLR350W	Ptacek 2005
YHR135C	YKR045C	Ptacek 2005
YHR135C	YNL189W	Ptacek 2005
YHR135C	YDR330W	Ptacek 2005
YHR135C	YGR100W	Ptacek 2005
YHR135C	YPR158C-C	Ptacek 2005
YHR135C	YDR113C	Ptacek 2005
YHR135C	YHL019C	Ptacek 2005
YHR135C	YKL042W	Ptacek 2005
YHR135C	YNL125C	Ptacek 2005
YHR135C	YIL107C	Ptacek 2005
YHR135C	YPR143W	Ptacek 2005
YHR135C	YMR229C	Ptacek 2005
YHR135C	YLR003C	Ptacek 2005
YHR135C	YOR070C	Ptacek 2005
YHR135C	YHR014W	Ptacek 2005
YHR135C	YGR159C	Ptacek 2005
YHR135C	YLL043W	Ptacek 2005
YHR135C	YPR129W	Ptacek 2005
YHR135C	YJR001W	Ptacek 2005
YHR135C	YNL227C	Ptacek 2005
YHR135C	YLL022C	Ptacek 2005
YHR135C	YDR091C	Ptacek 2005
YHR135C	YOR056C	Ptacek 2005
YHR135C	YGL207W	Ptacek 2005
YHR135C	YGR130C	Ptacek 2005
YHR135C	YKL093W	Ptacek 2005
YHR135C	YDR346C	Ptacek 2005
YHR135C	YBR155W	Ptacek 2005
YHR135C	YFL054C	Ptacek 2005
YHR135C	YNR019W	Ptacek 2005
YHR135C	YMR316W	Ptacek 2005
YHR135C	YKL079W	Ptacek 2005
YHR135C	YLR323C	Ptacek 2005
YHR135C	YKL195W	Ptacek 2005
YHR135C	YLR257W	Ptacek 2005
YHR135C	YNL314W	Ptacek 2005
YHR135C	YER034W	Ptacek 2005
YHR135C	YEL017W	Ptacek 2005
YHR135C	YGR021W	Ptacek 2005
YHR135C	YPR115W	Ptacek 2005
YHR135C	YDR440W	Ptacek 2005
YHR135C	YNL054W-A	Ptacek 2005
YHR135C	YDL220C	Ptacek 2005
YHR135C	YLR192C	Ptacek 2005
YHR135C	YLR265C	Ptacek 2005
YHR135C	YLL008W	Ptacek 2005
YHR135C	YLR410W	Ptacek 2005
YHR135C	YOR340C	Ptacek 2005
YHR135C	YLR098C	Ptacek 2005
YHR135C	YOR078W	Ptacek 2005
YHR135C	YPL190C	Ptacek 2005
YHR135C	YGL003C	Ptacek 2005
YHR135C	YDL051W	Ptacek 2005
YHR135C	YDR099W	Ptacek 2005
YHR135C	YJL105W	Ptacek 2005
YHR135C	YGR026W	Ptacek 2005
YHR135C	YKL114C	Ptacek 2005
YHR135C	YGR027W-A	Ptacek 2005
YHR135C	YFL023W	Ptacek 2005
YHR135C	YLR183C	Ptacek 2005
YHR135C	YMR140W	Ptacek 2005
YHR135C	YDR208W	Ptacek 2005
YHR135C	YOR042W	Ptacek 2005
YHR135C	YMR288W	Ptacek 2005
YHR135C	YNL293W	Ptacek 2005
YHR135C	YKL023W	Ptacek 2005
YHR135C	YER139C	Ptacek 2005
YHR135C	YMR102C	Ptacek 2005
YHR135C	YDR328C	Ptacek 2005
YHR135C	YOR119C	Ptacek 2005
YHR135C	YOR162C	Ptacek 2005
YHR135C	YDL013W	Ptacek 2005
YHR135C	YNL007C	Ptacek 2005
YHR135C	YGL190C	Ptacek 2005
YHR135C	YIL010W	Ptacek 2005
YHR135C	YGR259C	Ptacek 2005
YHR135C	YJR072C	Ptacek 2005
YHR135C	YNL167C	Ptacek 2005
YHR135C	YMR039C	Ptacek 2005
YHR135C	YBR270C	Ptacek 2005
YHR135C	YIL077C	Ptacek 2005
YHR135C	YDR229W	Ptacek 2005
YHR135C	YGR108W	Ptacek 2005
YHR135C	YER092W	Ptacek 2005
YHR135C	YJL166W	Ptacek 2005
YNL154C	YAL034W-A	Ptacek 2005
YNL154C	YDR099W	Ptacek 2005
YNL154C	YER013W	Ptacek 2005
YNL154C	YOR362C	Ptacek 2005
YNL154C	YBR055C	Ptacek 2005
YNL154C	YDR170W-A	Ptacek 2005
YNL154C	YNL155W	Ptacek 2005
YNL154C	YOR123C	Ptacek 2005
YNL154C	YKL168C	Ptacek 2005
YNL154C	YMR165C	Ptacek 2005
YNL154C	YKL073W	Ptacek 2005
YNL154C	YPR058W	Ptacek 2005
YNL154C	YNL284C-A	Ptacek 2005
YNL154C	YGR038C-A	Ptacek 2005
YNL154C	YNL272C	Ptacek 2005
YNL154C	YNL149C	Ptacek 2005
YNL154C	YGL122C	Ptacek 2005
YNL154C	YBR237W	Ptacek 2005
YNL154C	YFR022W	Ptacek 2005
YNL154C	YIL072W	Ptacek 2005
YNL154C	YDL236W	Ptacek 2005
YNL154C	YML083C	Ptacek 2005
YNL154C	YNL192W	Ptacek 2005
YNL154C	YOL091W	Ptacek 2005
YNL154C	YDL019C	Ptacek 2005
YNL154C	YDL149W	Ptacek 2005
YNL154C	YBL024W	Ptacek 2005
YNL154C	YBL010C	Ptacek 2005
YNL154C	YHR214C-C	Ptacek 2005
YNL154C	YDR007W	Ptacek 2005
YNL154C	YPL217C	Ptacek 2005
YNL154C	YMR144W	Ptacek 2005
YNL154C	YBR042C	Ptacek 2005
YNL154C	YBL061C	Ptacek 2005
YNL154C	YDR152W	Ptacek 2005
YNL154C	YCR073W-A	Ptacek 2005
YNL154C	YHR207C	Ptacek 2005
YNL154C	YDR458C	Ptacek 2005
YNL154C	YDL128W	Ptacek 2005
YNL154C	YOL122C	Ptacek 2005
YNL154C	YHR090C	Ptacek 2005
YNL154C	YJR048W	Ptacek 2005
YNL154C	YDL223C	Ptacek 2005
YNL154C	YBR086C	Ptacek 2005
YNL154C	YDR153C	Ptacek 2005
YNL154C	YNL186W	Ptacek 2005
YNL154C	YNL245C	Ptacek 2005
YNL154C	YBR108W	Ptacek 2005
YNL154C	YGR126W	Ptacek 2005
YNL154C	YJR056C	Ptacek 2005
YNL154C	YDL201W	Ptacek 2005
YNL154C	YBR130C	Ptacek 2005
YNL154C	YKR071C	Ptacek 2005
YNL154C	YIL016W	Ptacek 2005
YNL154C	YLR326W	Ptacek 2005
YNL154C	YNL034W	Ptacek 2005
YNL154C	YNL027W	Ptacek 2005
YNL154C	YPL138C	Ptacek 2005
YNL154C	YDL070W	Ptacek 2005
YNL154C	YDR037W	Ptacek 2005
YNL154C	YDR226W	Ptacek 2005
YNL154C	YBL055C	Ptacek 2005
YNL154C	YKR079C	Ptacek 2005
YNL154C	YDL056W	Ptacek 2005
YNL154C	YJR063W	Ptacek 2005
YNL154C	YPR158W-A	Ptacek 2005
YNL154C	YBR247C	Ptacek 2005
YNL154C	YGL051W	Ptacek 2005
YNL154C	YNL267W	Ptacek 2005
YNL154C	YPL181W	Ptacek 2005
YNL154C	YDR480W	Ptacek 2005
YNL154C	YNL173C	Ptacek 2005
YNL154C	YLR410W-A	Ptacek 2005
YNL154C	YBR225W	Ptacek 2005
YNL154C	YMR233W	Ptacek 2005
YNL154C	YER082C	Ptacek 2005
YNL154C	YPL146C	Ptacek 2005
YNL154C	YOR177C	Ptacek 2005
YNL154C	YPR032W	Ptacek 2005
YNL154C	YDR299W	Ptacek 2005
YNL154C	YLR429W	Ptacek 2005
YNL154C	YMR291W	Ptacek 2005
YNL154C	YDR074W	Ptacek 2005
YNL154C	YOR141C	Ptacek 2005
YNL154C	YMR067C	Ptacek 2005
YNL154C	YNL101W	Ptacek 2005
YNL154C	YHR114W	Ptacek 2005
YNL154C	YBR233W	Ptacek 2005
YNL154C	YDR034C-C	Ptacek 2005
YNL154C	YMR111C	Ptacek 2005
YNL154C	YMR285C	Ptacek 2005
YNL154C	YGR027W-A	Ptacek 2005
YNL154C	YLR401C	Ptacek 2005
YNL154C	YOL139C	Ptacek 2005
YNL154C	YDR184C	Ptacek 2005
YNL154C	YPR091C	Ptacek 2005
YNL154C	YOL103W-A	Ptacek 2005
YNL154C	YLR314C	Ptacek 2005
YNL154C	YCR024C	Ptacek 2005
YNL154C	YDR293C	Ptacek 2005
YNL154C	YDL225W	Ptacek 2005
YNL154C	YFL023W	Ptacek 2005
YNL154C	YNL218W	Ptacek 2005
YNL154C	YMR046C	Ptacek 2005
YNL154C	YBL064C	Ptacek 2005
YNL154C	YBR270C	Ptacek 2005
YNL154C	YLR393W	Ptacek 2005
YNL154C	YBL057C	Ptacek 2005
YNL154C	YIL156W	Ptacek 2005
YNL154C	YDR134C	Ptacek 2005
YNL154C	YIL135C	Ptacek 2005
YNL154C	YBL086C	Ptacek 2005
YNL154C	YDL153C	Ptacek 2005
YNL154C	YMR140W	Ptacek 2005
YNL154C	YIL091C	Ptacek 2005
YNL154C	YBR118W	Ptacek 2005
YNL154C	YBL014C	Ptacek 2005
YNL154C	YIL077C	Ptacek 2005
YNL154C	YBL007C	Ptacek 2005
YNL154C	YDR330W	Ptacek 2005
YNL154C	YDL088C	Ptacek 2005
YNL154C	YLR372W	Ptacek 2005
YNL154C	YCL008C	Ptacek 2005
YNL154C	YPR158C-C	Ptacek 2005
YNL154C	YOR208W	Ptacek 2005
YNL154C	YMR184W	Ptacek 2005
YNL154C	YML037C	Ptacek 2005
YNL154C	YPR013C	Ptacek 2005
YNL154C	YNL066W	Ptacek 2005
YNL154C	YDR026C	Ptacek 2005
YNL154C	YNL125C	Ptacek 2005
YNL154C	YIL107C	Ptacek 2005
YNL154C	YBR285W	Ptacek 2005
YNL154C	YDL125C	Ptacek 2005
YNL154C	YMR229C	Ptacek 2005
YNL154C	YLL043W	Ptacek 2005
YNL154C	YAL028W	Ptacek 2005
YNL154C	YNL074C	Ptacek 2005
YNL154C	YDL038C	Ptacek 2005
YNL154C	YGL207W	Ptacek 2005
YNL154C	YPR137C-A	Ptacek 2005
YNL154C	YLR221C	Ptacek 2005
YNL154C	YEL039C	Ptacek 2005
YNL154C	YBR025C	Ptacek 2005
YNL154C	YOR295W	Ptacek 2005
YNL154C	YML080W	Ptacek 2005
YNL154C	YBR155W	Ptacek 2005
YNL154C	YDL002C	Ptacek 2005
YNL154C	YNR019W	Ptacek 2005
YNL154C	YML045W-A	Ptacek 2005
YNL154C	YDR259C	Ptacek 2005
YNL154C	YOR107W	Ptacek 2005
YNL154C	YLR257W	Ptacek 2005
YNL154C	YDR208W	Ptacek 2005
YNL154C	YDR295C	Ptacek 2005
YNL154C	YNL054W-A	Ptacek 2005
YNL154C	YDL220C	Ptacek 2005
YNL154C	YPL257W-A	Ptacek 2005
YNL154C	YER063W	Ptacek 2005
YNL154C	YER122C	Ptacek 2005
YNL154C	YLR410W	Ptacek 2005
YNL154C	YGR276C	Ptacek 2005
YNL154C	YOR078W	Ptacek 2005
YNL154C	YPR152C	Ptacek 2005
YNL154C	YNL097C	Ptacek 2005
YNL154C	YNR006W	Ptacek 2005
YNL154C	YGL245W	Ptacek 2005
YNL154C	YDR109C	Ptacek 2005
YNL154C	YOR168W	Ptacek 2005
YNL154C	YHL009C	Ptacek 2005
YNL154C	YKL178C	Ptacek 2005
YNL154C	YDL204W	Ptacek 2005
YNL154C	YDL051W	Ptacek 2005
YNL154C	YPL191C	Ptacek 2005
YNL154C	YML110C	Ptacek 2005
YNL154C	YHR131C	Ptacek 2005
YNL154C	YNL045W	Ptacek 2005
YNL154C	YOR092W	Ptacek 2005
YNL154C	YML096W	Ptacek 2005
YNL154C	YOR239W	Ptacek 2005
YNL154C	YHR082C	Ptacek 2005
YNL154C	YOR181W	Ptacek 2005
YNL154C	YHR104W	Ptacek 2005
YNL154C	YNL033W	Ptacek 2005
YNL154C	YNL136W	Ptacek 2005
YNL154C	YDL013W	Ptacek 2005
YNL154C	YML035C	Ptacek 2005
YNL154C	YJL084C	Ptacek 2005
YNL154C	YER098W	Ptacek 2005
YNL154C	YLR242C	Ptacek 2005
YNL154C	YNR047W	Ptacek 2005
YNL154C	YGL105W	Ptacek 2005
YNL154C	YGR159C	Ptacek 2005
YNL154C	YDR266C	Ptacek 2005
YNL154C	YMR295C	Ptacek 2005
YNL154C	YHR073W	Ptacek 2005
YNL154C	YNL010W	Ptacek 2005
YNL154C	YJL051W	Ptacek 2005
YNL154C	YLR375W	Ptacek 2005
YNL154C	YOR276W	Ptacek 2005
YNL154C	YBL105C	Ptacek 2005
YNL154C	YML026C	Ptacek 2005
YNL154C	YMR290C	Ptacek 2005
YNL154C	YJL162C	Ptacek 2005
YNL154C	YJL111W	Ptacek 2005
YNL154C	YPR198W	Ptacek 2005
YNL154C	YDL006W	Ptacek 2005
YNL154C	YDL043C	Ptacek 2005
YNL154C	YMR190C	Ptacek 2005
YNL154C	YDL173W	Ptacek 2005
YNL154C	YNL116W	Ptacek 2005
YNL154C	YNL022C	Ptacek 2005
YNL154C	YDL181W	Ptacek 2005
YNL154C	YNL080C	Ptacek 2005
YNL154C	YDR200C	Ptacek 2005
YNL154C	YDR388W	Ptacek 2005
YNL154C	YNL073W	Ptacek 2005
YNL154C	YOL104C	Ptacek 2005
YNL154C	YNL001W	Ptacek 2005
YNL154C	YKL079W	Ptacek 2005
YNL154C	YNL133C	Ptacek 2005
YER123W	YDR428C	Ptacek 2005
YDR466W	YLR228C	Ptacek 2005
YDR466W	YML037C	Ptacek 2005
YDR466W	YOL139C	Ptacek 2005
YDR466W	YJL089W	Ptacek 2005
YDR466W	YNL232W	Ptacek 2005
YDR466W	YPL246C	Ptacek 2005
YGL059W	YPL240C	Ptacek 2005
YGL059W	YKR048C	Ptacek 2005
YGL059W	YDR068W	Ptacek 2005
YGL059W	YDL139C	Ptacek 2005
YGL059W	YGL180W	Ptacek 2005
YGL059W	YFL050C	Ptacek 2005
YGL059W	YHR185C	Ptacek 2005
YGL059W	YKL181W	Ptacek 2005
YGL059W	YDR099W	Ptacek 2005
YGL059W	YHR117W	Ptacek 2005
YGL059W	YGR008C	Ptacek 2005
YGL059W	YML063W	Ptacek 2005
YGL059W	YLL038C	Ptacek 2005
YGL059W	YLR258W	Ptacek 2005
YGL059W	YPL077C	Ptacek 2005
YGL059W	YHR157W	Ptacek 2005
YGL059W	YDR042C	Ptacek 2005
YGL059W	YBR157C	Ptacek 2005
YGL059W	YBR059C	Ptacek 2005
YGL059W	YKL062W	Ptacek 2005
YGL059W	YMR165C	Ptacek 2005
YGL059W	YNR039C	Ptacek 2005
YGL059W	YKR090W	Ptacek 2005
YGL059W	YGL205W	Ptacek 2005
YGL059W	YBR142W	Ptacek 2005
YGL059W	YKL171W	Ptacek 2005
YGL059W	YGR179C	Ptacek 2005
YGL059W	YJL164C	Ptacek 2005
YGL059W	YPL056C	Ptacek 2005
YGL059W	YJL084C	Ptacek 2005
YGL059W	YDR293C	Ptacek 2005
YGL059W	YOR134W	Ptacek 2005
YGL059W	YGR266W	Ptacek 2005
YGL059W	YHR028C	Ptacek 2005
YGL059W	YOL016C	Ptacek 2005
YGL059W	YHR082C	Ptacek 2005
YGL059W	YOR083W	Ptacek 2005
YGL059W	YAL009W	Ptacek 2005
YGL059W	YDL019C	Ptacek 2005
YGL059W	YIL135C	Ptacek 2005
YGL059W	YOL070C	Ptacek 2005
YGL059W	YGR267C	Ptacek 2005
YGL059W	YMR140W	Ptacek 2005
YGL059W	YJL070C	Ptacek 2005
YGL059W	YGR285C	Ptacek 2005
YGL059W	YLL028W	Ptacek 2005
YGL059W	YGR038W	Ptacek 2005
YGL059W	YOR113W	Ptacek 2005
YGL059W	YLL018C	Ptacek 2005
YGL059W	YNL117W	Ptacek 2005
YGL059W	YKR092C	Ptacek 2005
YGL059W	YBR028C	Ptacek 2005
YGL059W	YPL006W	Ptacek 2005
YGL059W	YCR073W-A	Ptacek 2005
YGL059W	YGR249W	Ptacek 2005
YGL059W	YKR100C	Ptacek 2005
YGL059W	YKL166C	Ptacek 2005
YGL059W	YHR207C	Ptacek 2005
YGL059W	YMR086W	Ptacek 2005
YGL059W	YFL017W-A	Ptacek 2005
YGL059W	YLR319C	Ptacek 2005
YGL059W	YIL107C	Ptacek 2005
YGL059W	YIL070C	Ptacek 2005
YGL059W	YDR425W	Ptacek 2005
YGL059W	YGL105W	Ptacek 2005
YGL059W	YDL223C	Ptacek 2005
YGL059W	YLR003C	Ptacek 2005
YGL059W	YGR257C	Ptacek 2005
YGL059W	YLR195C	Ptacek 2005
YGL059W	YJR001W	Ptacek 2005
YGL059W	YJR059W	Ptacek 2005
YGL059W	YNL186W	Ptacek 2005
YGL059W	YNL074C	Ptacek 2005
YGL059W	YHR105W	Ptacek 2005
YGL059W	YKL064W	Ptacek 2005
YGL059W	YNL245C	Ptacek 2005
YGL059W	YFR017C	Ptacek 2005
YGL059W	YNL263C	Ptacek 2005
YGL059W	YKL116C	Ptacek 2005
YGL059W	YLL029W	Ptacek 2005
YGL059W	YMR120C	Ptacek 2005
YGL059W	YJR049C	Ptacek 2005
YGL059W	YKL093W	Ptacek 2005
YGL059W	YKL079W	Ptacek 2005
YGL059W	YML048W	Ptacek 2005
YGL059W	YER078C	Ptacek 2005
YGL059W	YBR170C	Ptacek 2005
YGL059W	YPL203W	Ptacek 2005
YGL059W	YDR070C	Ptacek 2005
YGL059W	YMR196W	Ptacek 2005
YGL059W	YOR002W	Ptacek 2005
YGL059W	YKL008C	Ptacek 2005
YGR052W	YML037C	Ptacek 2005
YGR052W	YDL006W	Ptacek 2005
YGR052W	YAR019C	Ptacek 2005
YGR052W	YBR107C	Ptacek 2005
YGR052W	YMR165C	Ptacek 2005
YGR052W	YJL105W	Ptacek 2005
YGR052W	YCR017C	Ptacek 2005
YGR052W	YJL051W	Ptacek 2005
YGR052W	YDL153C	Ptacek 2005
YGR052W	YNL186W	Ptacek 2005
YKL171W	YPR063C	Ptacek 2005
YKL171W	YDR023W	Ptacek 2005
YKL171W	YER098W	Ptacek 2005
YKL171W	YKR097W	Ptacek 2005
YKL171W	YOL125W	Ptacek 2005
YKL171W	YMR184W	Ptacek 2005
YKL171W	YOL104C	Ptacek 2005
YKL171W	YOL006C	Ptacek 2005
YKL171W	YMR229C	Ptacek 2005
YKL171W	YAL028W	Ptacek 2005
YKL171W	YNL167C	Ptacek 2005
YKL171W	YIL096C	Ptacek 2005
YKL171W	YBR212W	Ptacek 2005
YKL171W	YPL240C	Ptacek 2005
YKL171W	YIL084C	Ptacek 2005
YKL171W	YDL228C	Ptacek 2005
YKL171W	YER064C	Ptacek 2005
YKL171W	YOL079W	Ptacek 2005
YKL171W	YGR231C	Ptacek 2005
YKL171W	YPR203W	Ptacek 2005
YKL171W	YPL177C	Ptacek 2005
YKL171W	YML096W	Ptacek 2005
YKL171W	YOL163W	Ptacek 2005
YKL171W	YGL105W	Ptacek 2005
YKL171W	YFL016C	Ptacek 2005
YKL171W	YGR038C-A	Ptacek 2005
YKL171W	YDL210W	Ptacek 2005
YKL171W	YPL172C	Ptacek 2005
YKL171W	YNL027W	Ptacek 2005
YKL171W	YHR131C	Ptacek 2005
YKL171W	YNL022C	Ptacek 2005
YKL171W	YMR053C	Ptacek 2005
YKL171W	YAL034W-A	Ptacek 2005
YKL171W	YFL014W	Ptacek 2005
YKL171W	YLR455W	Ptacek 2005
YKL171W	YCL043C	Ptacek 2005
YKL171W	YPR160W	Ptacek 2005
YKL171W	YDR134C	Ptacek 2005
YKL171W	YPR050C	Ptacek 2005
YKL171W	YBL010C	Ptacek 2005
YKL171W	YDL153C	Ptacek 2005
YKL171W	YGR276C	Ptacek 2005
YMR291W	YJR059W	Ptacek 2005
YOL128C	YIL033C	Ptacek 2005
YOL128C	YOL016C	Ptacek 2005
YOL128C	YLR303W	Ptacek 2005
YOL128C	YKR055W	Ptacek 2005
YOL128C	YJR059W	Ptacek 2005
YOR267C	YNL272C	Ptacek 2005
YOR267C	YDR023W	Ptacek 2005
YOR267C	YBR072W	Ptacek 2005
YOR267C	YAR019C	Ptacek 2005
YOR267C	YER098W	Ptacek 2005
YOR267C	YNR019W	Ptacek 2005
YOR267C	YPR032W	Ptacek 2005
YOR267C	YBL011W	Ptacek 2005
YOR267C	YPR160W	Ptacek 2005
YOR267C	YML096W	Ptacek 2005
YOR267C	YBR086C	Ptacek 2005
YOR267C	YGL051W	Ptacek 2005
YOR267C	YAL028W	Ptacek 2005
YOR267C	YGR276C	Ptacek 2005
YOR267C	YDL153C	Ptacek 2005
YPL141C	YKR072C	Ptacek 2005
YPL141C	YMR291W	Ptacek 2005
YPL141C	YMR165C	Ptacek 2005
YPL141C	YOR239W	Ptacek 2005
YPL141C	YNL272C	Ptacek 2005
YPL141C	YAR019C	Ptacek 2005
YPL141C	YKR048C	Ptacek 2005
YPL141C	YJR141W	Ptacek 2005
YPL141C	YBR169C	Ptacek 2005
YPL141C	YMR155W	Ptacek 2005
YPL141C	YMR173W	Ptacek 2005
YPL141C	YML037C	Ptacek 2005
YPL141C	YBL047C	Ptacek 2005
YPL141C	YBR108W	Ptacek 2005
YPL141C	YGL207W	Ptacek 2005
YPL141C	YKR071C	Ptacek 2005
YPL141C	YDL002C	Ptacek 2005
YPL141C	YHL009C	Ptacek 2005
YPL141C	YER122C	Ptacek 2005
YPL141C	YLL008W	Ptacek 2005
YPL141C	YGR276C	Ptacek 2005
YPL141C	YDR023W	Ptacek 2005
YPL141C	YDR299W	Ptacek 2005
YPL141C	YML035C	Ptacek 2005
YPL141C	YGR167W	Ptacek 2005
YPL141C	YOR123C	Ptacek 2005
YPL141C	YNL246W	Ptacek 2005
YPL141C	YOR141C	Ptacek 2005
YPL141C	YMR190C	Ptacek 2005
YPL141C	YKL160W	Ptacek 2005
YPL141C	YFL062W	Ptacek 2005
YPL141C	YFR033C	Ptacek 2005
YPL141C	YLR295C	Ptacek 2005
YPL141C	YNL284C-A	Ptacek 2005
YPL141C	YOR210W	Ptacek 2005
YPL141C	YOL139C	Ptacek 2005
YPL141C	YGL245W	Ptacek 2005
YPL141C	YPL190C	Ptacek 2005
YPL141C	YFL023W	Ptacek 2005
YPL141C	YCL043C	Ptacek 2005
YPL141C	YMR235C	Ptacek 2005
YPL141C	YDL135C	Ptacek 2005
YPL141C	YBL007C	Ptacek 2005
YPL141C	YDR087C	Ptacek 2005
YPL141C	YDR152W	Ptacek 2005
YPL141C	YOL107W	Ptacek 2005
YPL141C	YOL125W	Ptacek 2005
YPL141C	YJR142W	Ptacek 2005
YPL141C	YDL223C	Ptacek 2005
YPL141C	YDL074C	Ptacek 2005
YPL141C	YPR137C-A	Ptacek 2005
YPL141C	YOR281C	Ptacek 2005
YPL141C	YBR155W	Ptacek 2005
YPL141C	YJL115W	Ptacek 2005
YPL141C	YGL084C	Ptacek 2005
YPL141C	YGR258C	Ptacek 2005
YPL141C	YGL051W	Ptacek 2005
YPL141C	YDL006W	Ptacek 2005
YPL141C	YCR100C	Ptacek 2005
YPL141C	YPR128C	Ptacek 2005
YPL141C	YJR105W	Ptacek 2005
YPL141C	YNL125C	Ptacek 2005
YPL141C	YJR095W	Ptacek 2005
YPL150W	YER002W	Ptacek 2005
YPL150W	YHL003C	Ptacek 2005
YPL150W	YBL023C	Ptacek 2005
YPL150W	YHL021C	Ptacek 2005
YPL150W	YPL281C	Ptacek 2005
YPL150W	YJR142W	Ptacek 2005
YPL150W	YDL220C	Ptacek 2005
YPL150W	YDL128W	Ptacek 2005
YPL150W	YIL070C	Ptacek 2005
YPL150W	YGR078C	Ptacek 2005
YPL150W	YBL024W	Ptacek 2005
YPL150W	YNR006W	Ptacek 2005
YPL150W	YMR111C	Ptacek 2005
YPL150W	YDR188W	Ptacek 2005
YPL150W	YKR048C	Ptacek 2005
YPL150W	YLL008W	Ptacek 2005
YPL150W	YNL186W	Ptacek 2005
YPL150W	YOR362C	Ptacek 2005
YPL150W	YJR105W	Ptacek 2005
YPL150W	YNL211C	Ptacek 2005
YPL150W	YPR072W	Ptacek 2005
YPL150W	YNL077W	Ptacek 2005
YPL150W	YNL064C	Ptacek 2005
YPL150W	YGL013C	Ptacek 2005
YPL150W	YIL057C	Ptacek 2005
YAL017W	YGR178C	STRING
YAL040C	YBR160W	STRING
YBL002W	YGL058W	STRING
YBL003C	YBR136W	STRING
YBL003C	YGR188C	STRING
YBL016W	YBR083W	STRING
YBL016W	YDL159W	STRING
YBL016W	YDR103W	STRING
YBL016W	YJL157C	STRING
YBL016W	YNL053W	STRING
YBL016W	YNL271C	STRING
YBL088C	YDR369C	STRING
YBL088C	YHR154W	STRING
YBL103C	YLR113W	STRING
YBL105C	YJL095W	STRING
YBR009C	YBR034C	STRING
YBR010W	YDR440W	STRING
YBR010W	YGR252W	STRING
YBR010W	YHR119W	STRING
YBR010W	YJL168C	STRING
YBR010W	YPL209C	STRING
