systematicName,geneSymbol,"ctk1-del vs. wt","ctk1-del vs. wt","cak1-del vs. wt","cak1-del vs. wt",
YMR244W,YMR244W,-0.41445669,0.003,-0.52124144,0,
YMR245W,YMR245W,1.2773897,0,-0.2149718,0.743,
YMR246W,FAA4,-0.10668594,1,-0.1265994,1,
YMR247C,RKR1,0.10898605,1,-0.45440915,0,
YMR250W,GAD1,0.91523788,0,1.5754382,0,
YMR251W,GTO3,-0.36681248,1,-0.3067517,0.035,
YMR251W-A,HOR7,0.78153597,0,0.41368073,0,
YMR252C,YMR252C,0.17219306,1,0.14421609,1,
YMR253C,YMR253C,-0.11251684,1,0.36191431,0.006,
YMR254C,YMR254C,0.074669837,1,-0.1166263,1,
YMR255W,GFD1,-0.26887586,0.99,-0.15937161,1,
YMR256C,COX7,-0.075640111,1,0.2719754,0.816,
YMR257C,PET111,0.067569884,1,0.15631895,1,
YMR258C,YMR258C,-0.13449604,1,-0.11680306,1,
YMR259C,YMR259C,0.09396575,1,-0.74836452,0,
YMR260C,TIF11,-0.47084672,0.004,-0.22278609,0.988,
YMR261C,TPS3,0.12063063,1,-0.011403286,1,
YMR262W,YMR262W,0.156306,1,0.068560756,1,
YMR263W,SAP30,-0.64739965,0,-0.31980889,0.002,
YMR264W,CUE1,-0.20347866,1,-0.035064685,1,
YMR265C,YMR265C,-0.34858867,0.149,-0.34001518,0.011,
YMR266W,RSN1,-0.23413432,1,-0.84588087,0,
YMR267W,PPA2,-0.31229786,0.482,0.071625394,1,
YMR268C,PRP24,0.024035935,1,-0.18648188,1,
YMR269W,TMA23,-0.41023651,0.008,-0.17742647,1,
YMR270C,RRN9,0.058358061,1,-0.139614,1,
YMR271C,URA10,0.44800229,0.013,0.5469858,0,
YMR272C,SCS7,-0.20967335,1,-0.13277247,1,
YMR273C,ZDS1,-0.29587702,0.558,-0.051732581,1,
YMR274C,RCE1,-0.25379044,0.999,-0.57001882,0,
YMR275C,BUL1,0.16441301,1,0.17207782,1,
YMR276W,DSK2,0.0364963,1,0.33807636,0,
YMR277W,FCP1,-0.1606805,1,-0.51489679,0,
YMR278W,YMR278W,-0.047257914,1,0.77603659,0,
YMR279C,YMR279C,-0.05286801,1,-0.45431427,0,
YMR280C,CAT8,0.62280856,0,0.50192315,0,
YMR281W,GPI12,-0.63497942,0,-0.23065986,0.195,
YMR282C,AEP2,0.078555186,1,-0.3716258,0.006,
YMR283C,RIT1,-0.24752371,0.998,-0.15617048,1,
YMR284W,YKU70,0.10473922,1,0.15284538,1,
YMR285C,NGL2,0.4093855,0.005,-0.46001044,0,
YMR286W,MRPL33,-0.032592316,1,0.11551273,1,
YMR287C,DSS1,0.31387272,0.517,-0.58283609,0,
YMR288W,HSH155,-0.066874591,1,-0.68555173,0,
YMR289W,ABZ2,-0.19468113,1,0.20253683,1,
YMR290C,HAS1,-0.39946762,0.019,-0.55675407,0,
YMR290W-A,YMR290W-A,-0.20698644,1,-0.29155847,1,
YMR291W,YMR291W,-0.010517985,1,-0.12118208,1,
YMR292W,GOT1,-0.13079977,1,-0.58535352,0,
YMR293C,YMR293C,0.12522788,1,0.047161438,1,
YMR294W,JNM1,-0.18094335,1,-0.28413298,0.11,
YMR294W-A,YMR294W-A,0.15405171,1,-0.19157046,0.998,
YMR295C,YMR295C,0.045694582,1,0.051580921,1,
YMR296C,LCB1,-0.088326823,1,-0.082262743,1,
YMR297W,PRC1,0.06459318,1,0.37657934,0,
YMR298W,LIP1,-0.21508567,1,0.060669995,1,
YMR299C,DYN3,-0.046316077,1,0.068904649,1,
YMR300C,ADE4,0.38291068,0.02,-0.12633954,1,
YMR301C,ATM1,0.086444109,1,-0.09096427,1,
YMR302C,YME2,-0.058747924,1,0.26505277,0.074,
YMR303C,ADH2,-0.15597597,1,-0.20627222,1,
YMR304C-A,YMR304C-A,0.57565118,0.003,1.2162934,0,
YMR304W,UBP15,-0.17263621,1,0.060033545,1,
YMR305C,SCW10,0.2207757,1,1.0408854,0,
YMR306C-A,YMR306C-A,-0.14965662,1,-0.32797482,0.007,
YMR306W,FKS3,0.1032089,1,0.18022426,1,
YMR307W,GAS1,-0.21601205,1,-0.28502568,0.132,
YMR308C,PSE1,0.072846685,1,-0.24396905,0.349,
YMR309C,NIP1,-0.027895571,1,-0.69112193,0,
YMR310C,YMR310C,-1.1844213,0,-0.30607553,0.007,
YMR311C,GLC8,-0.049928802,1,0.065848003,1,
YMR312W,ELP6,-0.85367584,0,-0.12206105,1,
YMR313C,TGL3,-0.27732939,0.999,-0.15597276,1,
YMR314W,PRE5,-0.28139156,0.85,-0.076452208,1,
YMR315W,YMR315W,-0.074676528,1,0.60739897,0,
YMR316C-A,YMR316C-A,0.11008256,1,-0.10953307,1,
YMR316C-B,YMR316C-B,-0.67377792,0,0.094722517,1,
YMR316W,DIA1,0.42724143,0.008,-0.077832605,1,
YMR317W,YMR317W,1.1922699,0.575,0.30036977,0.108,
YMR318C,ADH6,0.065241412,1,0.24245007,0.724,
YMR319C,FET4,-0.24454323,1,0.25114341,0.956,
YMR320W,YMR320W,-0.15305825,1,-0.53151886,0,
YMR321C,YMR321C,-0.14276741,1,-0.13545289,1,
YMR322C,SNO4,0.22431199,1,1.2708638,0,
YMR323W,ERR3,-0.23371355,1,0.75775721,0,
YMR324C,YMR324C,0.021863447,1,0.15023471,1,
YCR104W,PAU3,0.19782766,1,0.36337296,0.005,
YMR326C,YMR326C,0.13369503,1,-0.090323655,1,
YNL001W,DOM34,0.20106922,1,-0.43927722,0,
YNL002C,RLP7,-0.28117766,0.899,-0.62750251,0,
YNL003C,PET8,0.12467222,1,-0.40471405,0.007,
YNL004W,HRB1,0.049351959,1,-0.1756916,1,
YNL005C,MRP7,0.12923025,1,-0.24983602,0.795,
YNL006W,LST8,0.063682405,1,-0.24659057,0.618,
YNL007C,SIS1,0.47344405,0.003,0.30411381,0.022,
YNL008C,ASI3,0.36718093,0.018,-0.10133346,1,
YNL009W,IDP3,0.15149518,1,0.25064633,0.292,
YNL010W,YNL010W,-0.35286236,0.821,-0.25147179,1,
YNL011C,YNL011C,0.53398189,0,0.02238912,1,
YNL012W,SPO1,1.0337437,0,1.3612855,0,
YNL013C,YNL013C,-0.17201518,1,-0.2238859,0.995,
YNL014W,HEF3,0.72571498,0,-0.18724386,1,
YNL015W,PBI2,0.85409142,0,1.6158494,0,
YNL016W,PUB1,-0.75902142,0,-0.61545943,0,
YNL017C,YNL017C,-0.074314971,1,-0.18959967,0.998,
YNL018C,YNL018C,1.118672,0,0.94052761,0,
YNL019C,YNL019C,0.52679999,0,0.3756567,0,
YNL020C,ARK1,0.52171412,0,0.10251033,1,
YNL021W,HDA1,-0.2914384,0.99,-0.20329262,1,
YNL022C,YNL022C,-0.28618279,0.748,-0.2585822,0.848,
YNL023C,FAP1,-0.39783961,0.962,-0.19097252,1,
YNL024C,YNL024C,-0.41717427,0.179,-0.80241135,0,
YNL025C,SSN8,-0.35477056,0.19,0.39715675,0,
YNL026W,SAM50,-0.089651085,1,0.52777099,0,
YNL027W,CRZ1,-0.021031234,1,-0.31497486,0.082,
YNL028W,YNL028W,-0.25265213,1,-0.23527679,0.775,
YNL029C,KTR5,-0.061614832,1,-0.46132279,0,
YNL030W,HHF2,-0.73222452,0.998,-1.4039923,0,
YNL031C,HHT2,-0.30526241,0.968,-0.4442761,0,
YNL032W,SIW14,-0.12766923,1,-0.2395542,0.98,
YNL033W,YNL033W,0.28779141,1,0.28139559,0.037,
YNL034W,YNL034W,0.98991647,0.841,0.49341165,0,
YNL035C,YNL035C,-0.46810606,0,-0.14174363,1,
YNL036W,NCE103,1.0896676,0,1.0196592,0,
YNL037C,IDH1,-0.36752331,0.179,0.62113992,0,
YNL038W,GPI15,-0.12065966,1,-0.35073037,0.045,
YNL039W,BDP1,0.32026515,0.878,-0.28575712,0.956,
YNL040W,YNL040W,-0.24879339,1,0.5966585,0,
YNL041C,COG6,-0.17562805,1,-0.13791287,1,
YNL042W,BOP3,-0.36332481,0.019,0.19253507,1,
YNL043C,YNL043C,-0.13993189,1,-0.089583538,1,
YNL044W,YIP3,0.027564574,1,-0.64030792,0,
YNL045W,YNL045W,-0.717406,0,0.52158348,0,
YNL046W,YNL046W,-0.22834257,1,-0.41979276,0,
YNL047C,SLM2,0.0047099163,1,-0.43529406,0,
YNL048W,ALG11,0.00075000644,1,-0.071672887,1,
YNL049C,SFB2,0.013755236,1,-0.30267454,0.007,
YNL050C,YNL050C,0.15877649,1,-0.15350909,1,
YNL051W,COG5,-0.16309991,1,-0.30551914,0.014,
YNL052W,COX5A,-0.42265384,0.439,-0.033080842,1,
YNL053W,MSG5,0.055417804,1,-0.052078052,1,
YNL054W,VAC7,0.27713971,1,-0.068087038,1,
YAR010C,YAR010C,0.94506078,0,1.8251425,0,
YBL100W-B,YBL100W-B,1.4735635,0,1.5776488,0,
YNL055C,POR1,-0.59755286,0,0.45635409,0.028,
YNL056W,OCA2,-0.31489051,0.515,0.052137623,1,
YNL057W,YNL057W,0.25014907,0.999,-0.070219605,1,
YNL058C,YNL058C,0.14128891,1,0.42145761,0.178,
YNL059C,ARP5,0.10081622,1,-0.35477978,0.268,
YNL061W,NOP2,-0.11547866,1,-0.49279905,0,
YNL062C,GCD10,-1.814377,0,-0.56314097,0,
YNL063W,MTQ1,0.30336578,0.396,0.092072095,1,
YNL064C,YDJ1,0.203339,1,-0.099925769,1,
YNL065W,AQR1,-0.60754189,0,0.43789885,0,
YNL066W,SUN4,-0.59413831,0,-1.1172771,0,
YNL067W,RPL9B,-0.63437241,0,-0.98690512,0,
YNL068C,FKH2,-0.2909388,0.547,-0.20285418,0.996,
YNL069C,RPL16B,-0.18147335,1,-0.070119641,1,
YNL070W,TOM7,-0.064734888,1,-0.022334677,1,
YNL071W,LAT1,0.10936056,1,0.074162876,1,
YNL072W,RNH201,-0.32413891,0.96,-0.68597641,0,
YNL073W,MSK1,-0.077339345,1,-0.55223251,0,
YNL074C,MLF3,-0.3265684,0.468,-0.14245048,1,
YNL075W,IMP4,-0.23064124,1,-0.78589261,0,
YNL076W,MKS1,-0.2287398,1,-0.37876441,0,
YNL077W,APJ1,-0.039049469,1,-0.3599085,0,
YNL078W,NIS1,-0.16991346,1,0.31231665,0.171,
YNL079C,TPM1,0.068753346,1,0.33444242,0.088,
YNL080C,EOS1,-0.24201755,1,-0.44923524,0,
YNL081C,SWS2,-0.021873211,1,-0.33969747,0.007,
YNL082W,PMS1,0.29433549,0.852,-0.36094755,0,
YNL083W,SAL1,0.10359835,1,-0.23652384,0.182,
YNL084C,END3,-0.14719891,1,-0.18799309,1,
YNL085W,MKT1,-0.37631103,0.035,-0.12793405,1,
YNL086W,YNL086W,-0.35884059,0.02,-0.88770555,0,
YNL087W,TCB2,-0.70183909,0,-1.0702847,0,
YNL088W,TOP2,-0.030351057,1,-0.08642006,1,
YNL089C,YNL089C,-0.21512084,1,-0.52870015,0,
YNL090W,RHO2,-0.025000879,1,-0.0045082451,1,
YNL091W,NST1,-0.40509608,0.008,-0.060353653,1,
YNL092W,YNL092W,-0.35455841,0.078,0.59283732,0,
YNL093W,YPT53,-0.14542659,1,0.11208623,1,
YNL094W,APP1,0.45443913,0.555,0.70126515,0,
YNL095C,YNL095C,-0.14844243,1,-0.1606805,1,
YNL096C,RPS7B,-0.42550123,0.008,-0.7958142,0,
YNL097C,PHO23,-0.34337733,0.305,-0.26991223,0.054,
YNL098C,RAS2,-0.31286942,0.364,-0.29617105,0.022,
YNL099C,OCA1,-0.44992678,0.007,-0.39377763,0,
YNL100W,YNL100W,-0.23567423,1,0.08459497,1,
YNL101W,AVT4,0.021536581,1,0.10209371,1,
YNL102W,POL1,0.48279667,0.165,-0.69499607,0,
YNL103W,MET4,0.36378784,0.019,0.0739573,1,
YNL104C,LEU4,0.50744455,0.003,0.25116766,0.489,
YNL105W,YNL105W,0.56735074,0,-0.06120385,1,
YNL106C,INP52,-0.071319661,1,-0.074482066,1,
YNL107W,YAF9,-0.4299646,0.031,-0.18134901,1,
YNL108C,YNL108C,-0.49822764,0.002,-0.31925797,0.061,
YNL109W,YNL109W,1.0911785,0,0.034525636,1,
YNL110C,NOP15,-0.2949174,0.77,-0.58953298,0,
YNL111C,CYB5,-0.12855058,1,-0.029941519,1,
YNL112W,DBP2,-0.050332102,1,-0.96271338,0,
YNL113W,RPC19,-0.20110175,1,-0.3583356,0,
YNL114C,YNL114C,0.14784069,1,-0.25899993,0.024,
YNL115C,YNL115C,0.29917431,0.953,0.70355258,0,
YNL116W,DMA2,0.12957318,1,0.48512795,0,
YNL117W,MLS1,-0.1008646,1,1.2652568,0,
YNL118C,DCP2,-0.10670148,1,-0.30418431,0.022,
YNL119W,NCS2,-0.017389309,1,-0.52853365,0,
YNL120C,YNL120C,0.58943753,0,-0.16865779,1,
YNL121C,TOM70,0.091232681,1,-0.4218902,0,
YNL122C,YNL122C,0.34086986,0.049,-0.36244539,0,
YNL123W,NMA111,0.13545607,1,0.11005583,1,
YNL124W,NAF1,-0.077310425,1,-0.064341117,1,
YNL125C,ESBP6,0.13445754,1,0.39192166,0,
YNL126W,SPC98,0.14128891,1,-0.55316787,0,
YNL127W,FAR11,-0.44590629,0.001,-0.093343332,1,
YNL128W,TEP1,-0.10824798,1,0.26289013,0.052,
YNL129W,NRK1,-0.55613666,0,0.083152084,1,
YNL130C,CPT1,0.01191064,1,-0.59250367,0,
YNL131W,TOM22,-0.029761831,1,-0.12479713,1,
YNL132W,KRE33,-0.41132014,0.003,-0.52988488,0,
YNL133C,FYV6,-1.0054319,0,-0.33644406,0.047,
YNL134C,YNL134C,-1.2665138,0,0.44433842,0.007,
YNL135C,FPR1,-0.0097116553,1,-0.4412935,0,
YNL136W,EAF7,-0.072196064,1,-0.16431357,1,
YNL137C,NAM9,0.047468591,1,-0.27380353,0.168,
YNL138W,SRV2,-0.83796789,0,-0.092080264,1,
YNL139C,RLR1,-0.42357461,0.005,-0.36351412,1,
YNL139C,RLR1,-0.5640749,0,-0.30813356,0,
YNL141W,AAH1,-0.48208336,0,-0.44727865,0,
YNL142W,MEP2,0.46313066,0.167,0.6599063,0,
YNL143C,YNL143C,-0.093969892,1,-0.182809,1,
YNL144C,YNL144C,0.26256545,1,0.031366963,1,
YNL145W,MFA2,0.69898297,0,0.49295041,0,
YNL146W,YNL146W,-0.73753557,0,-0.29727686,0.003,
YNL147W,LSM7,-0.26253474,0.994,-0.29204414,0.341,
YNL148C,ALF1,-0.83695476,0,-0.367099,0.014,
YNL149C,PGA2,-0.15108167,1,-0.28367806,0.021,
YNL150W,YNL150W,-0.18861447,1,-0.23463669,1,
YNL151C,RPC31,-0.60538708,0,-0.79447736,0,
YNL152W,YNL152W,-0.1604096,1,-0.221603,0.71,
YNL153C,GIM3,-0.19913778,1,-0.10110133,1,
YNL154C,YCK2,-0.10245286,1,-0.49336556,0,
YNL155W,YNL155W,0.406221,0.828,-0.026065509,1,
YNL156C,NSG2,-0.22873472,1,0.28977546,0.724,
YNL157W,IGO1,0.0058311149,1,-0.17456441,1,
YNL158W,PGA1,-0.15849377,1,-0.31856693,0.064,
YNL159C,ASI2,-0.70437806,0,-0.30313371,0.037,
YNL160W,YGP1,0.22913259,1,-0.11456464,1,
YNL161W,CBK1,0.066330337,1,-0.10735096,1,
YNL162W,RPL42B,-0.6272217,0.002,-0.18021085,1,
YNL163C,RIA1,0.056458674,1,-0.42950792,0.022,
YNL164C,IBD2,0.101018,1,-0.24673436,0.98,
YNL165W,YNL165W,0.18759041,1,-0.26074292,0.55,
YNL166C,BNI5,0.079879831,1,-0.12326737,1,
YNL167C,SKO1,-0.022780167,1,-0.3634009,0,
YNL168C,FMP41,-1.7545871,0,0.15399984,1,
YNL169C,PSD1,-0.14121371,1,-0.53757488,0,
YNL170W,YNL170W,-0.076618029,1,-0.10365064,1,
YNL171C,YNL171C,-0.1837755,1,-0.12021583,1,
YNL172W,APC1,0.29902188,1,0.46965679,0,
YNL173C,MDG1,-0.2080576,1,-0.59985996,0,
YNL174W,YNL174W,-0.18448359,1,-0.23920337,0.689,
YNL175C,NOP13,-0.48022664,0.004,-0.43966851,0,
YNL176C,YNL176C,-0.29031058,0.544,0.015840076,1,
YNL177C,MRPL22,-0.31695217,1,-0.35679767,0,
YNL178W,RPS3,-0.47267339,0.002,-0.77947192,0,
YNL179C,YNL179C,-0.14169269,1,-0.38092698,0,
YNL180C,RHO5,-0.6282159,0,-0.1089604,1,
YNL181W,YNL181W,0.0097771216,1,0.06835438,1,
YNL182C,IPI3,-0.19074033,1,-0.39008433,0,
YNL183C,NPR1,0.12463252,1,-0.0059445925,1,
YNL184C,YNL184C,0.02507133,1,-0.26906186,0.997,
YNL185C,MRPL19,0.12239442,1,-0.017027228,1,
YNL186W,UBP10,-0.20789429,1,-0.43561598,0,
YNL187W,YNL187W,-0.4074535,0.003,0.21528099,0.98,
YNL188W,KAR1,-0.3889164,0.169,-0.50267071,0,
YNL189W,SRP1,0.070210697,1,-0.0059025822,1,
YNL190W,YNL190W,-0.17685882,1,-0.064615689,1,
YNL191W,DUG3,-0.333387,0.434,0.12269922,1,
YNL192W,CHS1,0.14924636,1,0.94458862,0,
YNL193W,YNL193W,-0.74042499,0,-0.2067067,0.541,
YNL194C,YNL194C,0.025567489,1,0.353312,0,
YNL195C,YNL195C,0.044268206,1,0.9230731,0,
YNL196C,SLZ1,-0.13652138,1,-0.16376237,1,
YNL197C,WHI3,-0.11386507,1,-0.50603506,0,
YNL198C,YNL198C,0.016724509,1,-0.4999159,0,
YNL199C,GCR2,0.048808127,1,-0.28586616,0.055,
YNL200C,YNL200C,0.14374605,1,1.0603172,0,
YNL201C,PSY2,-0.27504769,0.848,-0.19364129,1,
YNL202W,SPS19,0.142152,1,1.063993,0,
YNL203C,YNL203C,-0.14832571,1,-0.26393377,0.459,
YNL204C,SPS18,-0.25568904,0.951,-0.47286759,0,
YNL205C,YNL205C,-0.042780736,1,-0.4682777,0,
YNL206C,RTT106,-0.10949105,1,-0.26683485,0.064,
YNL207W,RIO2,-0.32061404,1,-0.22397689,0.336,
YNL208W,YNL208W,0.88973052,0,0.75791932,0,
YNL209W,SSB2,-0.23788425,1,-0.070771043,1,
YNL210W,MER1,-0.33163576,1,-0.18399838,1,
YNL211C,YNL211C,-0.30262293,0.547,-0.19559944,0.998,
YNL212W,VID27,0.091083701,1,-0.6751894,0,
YNL213C,YNL213C,-0.30773172,1,-0.18901735,1,
YNL214W,PEX17,0.02112434,1,-0.0021844506,1,
YNL215W,IES2,-0.26099184,0.986,-0.009487997,1,
YNL216W,RAP1,-0.31171578,0.253,-0.53770891,0,
YNL217W,YNL217W,0.15484241,1,-0.52203468,0,
YNL218W,MGS1,0.30595885,0.824,0.053542342,1,
YNL219C,ALG9,0.10448428,1,0.064813887,1,
YNL220W,ADE12,0.86528539,0.002,0.83148815,0,
YNL221C,POP1,-0.14260655,1,0.098015234,1,
YNL222W,SSU72,-0.40599806,0.018,-0.79767883,0,
YNL223W,ATG4,0.10457821,1,0.20981516,1,
YNL224C,SQS1,-0.10685372,1,-0.26502034,0.773,
YNL225C,CNM67,0.43685476,0.001,-0.38342587,0.022,
YNL226W,YNL226W,0.42309405,0.045,0.17679508,1,
YNL227C,JJJ1,-0.24387167,1,-0.060750851,1,
YNL228W,YNL228W,0.73670011,0.002,-0.14891583,1,
YNL229C,URE2,-0.089586608,1,-0.22244941,1,
YNL230C,ELA1,-0.076497845,1,-0.20656352,0.661,
YNL231C,PDR16,0.22418849,1,-0.31309345,0,
YNL232W,CSL4,0.11931633,1,-0.30246991,0.01,
YNL233W,BNI4,0.43544725,0.038,-0.14459228,1,
YNL234W,YNL234W,-0.73918183,0,-0.63065525,0,
YNL235C,YNL235C,0.084513336,1,-0.076436996,1,
YNL236W,SIN4,-0.13363637,1,-0.2121012,1,
YNL237W,YTP1,0.34657685,0.428,-0.57056293,0,
YNL238W,KEX2,-0.13780176,1,-0.20480492,0.927,
YNL239W,LAP3,0.25290003,1,0.73303322,0,
YNL240C,NAR1,-0.31905818,0.292,-0.45634971,0,
YNL241C,ZWF1,0.13507513,1,-0.095623036,1,
YNL242W,ATG2,0.77907477,1,0.098581256,1,
YNL243W,SLA2,-0.1253179,1,0.21843401,1,
YNL244C,SUI1,0.2517615,1,0.21295525,1,
YNL245C,CWC25,-0.045270642,1,-0.45365816,0,
YNL246W,VPS75,-0.53528364,0,-0.24621236,1,
YNL247W,YNL247W,-0.27939757,0.768,-0.28147748,0.773,
YNL248C,RPA49,-0.17003844,1,-0.48839635,0,
YNL249C,MPA43,0.27321747,0.928,-0.37394781,0.059,
YNL250W,RAD50,0.28139559,0.994,0.055903637,1,
YNL251C,NRD1,1.3679078,0,-0.11418358,1,
YNL252C,MRPL17,-0.32181268,0.655,-0.36214681,0.014,
YNL253W,TEX1,-0.46993325,0,-0.31465723,0.041,
YNL254C,YNL254C,0.6464484,0,1.1143937,0,
YNL255C,GIS2,-0.056621731,1,-0.42654791,0,
YNL256W,FOL1,-0.0036416264,1,-0.72702847,0,
YNL257C,SIP3,-0.020581893,1,-0.54091257,0,
YNL258C,DSL1,-0.54626435,0,-0.24829806,0.099,
YNL259C,ATX1,0.53549561,0,0.01592569,1,
YNL260C,YNL260C,-0.046679625,1,-0.24597624,0.417,
YNL261W,ORC5,-1.0251682,0,0.091530593,1,
YNL262W,POL2,0.026120151,1,-0.47056882,0,
YNL263C,YIF1,-0.10021648,1,-0.091809641,1,
YNL264C,PDR17,-0.51636116,0.019,-0.06203798,1,
YNL265C,IST1,-0.14703596,1,0.4134641,0,
YNL266W,YNL266W,0.21174738,1,-0.33427616,0.063,
YNL267W,PIK1,-0.088871419,1,0.055278964,1,
YNL268W,LYP1,-0.28492549,0.825,-4.3781883,0,
YNL269W,BSC4,-0.1455734,1,2.6942606,0,
YNL270C,ALP1,0.45978831,0.029,2.0758509,0,
YNL271C,BNI1,0.12801619,1,0.022559568,1,
YNL272C,SEC2,0.025610009,1,-0.061893403,1,
YNL273W,TOF1,0.47678605,0.003,-0.80104577,0,
YNL274C,GOR1,-0.10451434,1,1.2270263,0,
YNL275W,BOR1,0.087639348,1,-0.56414742,0,
YNL276C,YNL276C,0.019132551,1,-0.063362438,1,
YNL277W,MET2,0.61299408,0,-0.43296669,0,
YNL278W,CAF120,-0.54193723,0,-0.35187514,0,
YNL279W,PRM1,0.019388793,1,1.2639058,0,
YNL280C,ERG24,-0.1999711,1,0.15791036,1,
YNL281W,HCH1,0.67691729,0,0.24853484,0.388,
YNL282W,POP3,-0.23815648,1,-0.034792724,1,
YNL283C,WSC2,0.47514716,0,0.64017667,0,
YNL284C,MRPL10,-0.158307,1,-0.21944632,1,
YNL284C-A,YNL284C-A,1.07766,0,1.747396,0,
YAR009C,YAR009C,0.93812768,0,0.24721054,1,
YNL285W,YNL285W,0.43967632,0.005,0.55616942,0,
YNL286W,CUS2,0.66328996,0,-0.39710799,0,
YNL287W,SEC21,-0.067643968,1,-0.29745593,0.02,
YNL288W,CAF40,-0.27202206,0.842,-0.56978753,0,
YNL289W,PCL1,0.85491325,0,1.3828,0,
YNL290W,RFC3,-0.34731986,0.932,-0.31028039,0,
YNL291C,MID1,0.14315828,1,0.067611184,1,
YNL292W,PUS4,-0.16247167,1,-0.35998071,0.012,
YNL293W,MSB3,0.58751861,0,0.20105667,1,
YNL294C,RIM21,0.026644275,1,0.40809227,0,
YNL295W,YNL295W,0.0066642622,1,-0.25257307,0.073,
YNL296W,YNL296W,0.049379842,1,-0.073608829,1,
YNL297C,MON2,0.14080483,1,-0.090219217,1,
YNL298W,CLA4,-0.11533175,1,-0.074605121,1,
YNL299W,TRF5,0.22876329,1,0.22632356,0.44,
YNL300W,YNL300W,0.34411265,0.125,1.0118463,0,
YNL301C,RPL18B,-0.5151215,0,-0.21315945,1,
YNL302C,RPS19B,0.054001014,1,-0.2107198,0.671,
YNL303W,YNL303W,0.43049939,0.003,-0.29794359,0.022,
YNL304W,YPT11,0.25945931,1,-0.40329952,0,
YNL305C,YNL305C,-0.090930465,1,0.41719632,0,
YNL306W,MRPS18,-0.14278015,1,-0.21647462,0.995,
YNL307C,MCK1,-0.11887106,1,-0.45809468,0,
YNL308C,KRI1,-0.11615556,1,-0.50315319,0,
YNL309W,STB1,0.16563543,1,-0.28158094,0.146,
YNL310C,ZIM17,-1.2037611,0,-0.55754797,0,
YNL311C,SKP2,-0.030019588,1,0.10078931,1,
YNL312W,RFA2,0.078842068,1,-0.32922854,0,
YNL313C,YNL313C,-0.23129312,1,-0.59870158,0,
YNL314W,DAL82,-0.063692611,1,-0.032134934,1,
YNL315C,ATP11,-0.23991364,1,-0.27617935,0.958,
YNL316C,PHA2,-0.46717638,0,0.010450451,1,
YNL317W,PFS2,-0.094308686,1,-0.058414373,1,
YNL318C,HXT14,0.52470562,0.159,0.25075546,0.232,
YNL319W,YNL319W,0.058593577,1,-0.17983983,1,
YNL320W,YNL320W,-0.1652354,1,0.052596741,1,
YNL321W,YNL321W,-0.4640466,0,-0.12411144,1,
YNL322C,KRE1,0.11055033,1,0.097273679,1,
YNL323W,LEM3,0.067087965,1,-0.21165005,0.506,
YNL324W,YNL324W,0.37316375,0.961,-0.05039933,1,
YNL325C,FIG4,0.6151526,0,0.22533663,1,
YNL326C,PFA3,-0.098649204,1,0.056389306,1,
YNL327W,EGT2,-0.28111981,0.86,-0.72978445,0,
YNL328C,MDJ2,-0.63833044,0,-0.2597062,0.372,
YNL329C,PEX6,0.10453795,1,-0.043907652,1,
YNL330C,RPD3,-0.063134828,1,-0.16143381,1,
YNL331C,AAD14,0.46387352,0.278,0.56675671,0,
YDL244W,THI13,-0.056774785,1,1.8585341,0,
YFL059W,SNZ3,-0.74511817,0,1.3331088,0,
YFL060C,SNO3,-1.1636654,0,-0.018094753,1,
YNL335W,DDI3,0.68844895,0,1.4688231,0,
YBR302C,COS3,-0.073192898,1,0.82984144,0,
YJR162C,YJR162C,2.0422521,0,0.12559821,1,
YNL338W,YNL338W,1.9692002,0,1.0425603,0,
YER190W,YRF1-2,1.0118677,0,1.2072619,0,
YNR001C,CIT1,-0.071480346,1,0.67155607,0,
YNR002C,ATO2,0.69327507,0,0.41019998,0,
YNR003C,RPC34,-0.9870824,0,-0.091901893,1,
YNR004W,YNR004W,-0.47932934,0,-0.36315037,0,
YNR005C,YNR005C,0.23055965,1,-0.020640431,1,
YNR006W,VPS27,0.10078931,1,0.2376249,0.558,
YNR007C,ATG3,0.3553659,0.691,0.23944692,0.923,
YNR008W,LRO1,-0.37609756,0.222,-0.16901134,1,
YNR009W,NRM1,0.26214447,1,-0.15407244,1,
YNR010W,CSE2,-0.10933852,1,-0.040824847,1,
YNR011C,PRP2,0.58881416,0,-0.23395446,1,
YNR012W,URK1,0.0528332,1,-0.20954322,0.924,
YNR013C,PHO91,-0.080983392,1,-0.082114597,1,
YNR014W,YNR014W,0.33565475,0.694,0.38509966,0,
YNR015W,SMM1,-0.15150305,1,0.2581812,1,
YNR016C,ACC1,-0.13983969,1,-0.1853331,1,
YNR017W,MAS6,0.039489372,1,-0.32054557,0.001,
YNR018W,YNR018W,-0.2438358,1,0.47513678,0,
YNR019W,ARE2,-0.022903288,1,-0.031282526,1,
YNR020C,ATP23,-0.27569375,0.99,-0.17174864,1,
YNR021W,YNR021W,-0.42933695,0.003,-0.46519532,0,
YNR022C,MRPL50,0.1407394,1,-0.38232349,0,
YNR023W,SNF12,0.11532628,1,-0.23665302,0.25,
YNR024W,YNR024W,-0.032475744,1,-0.07107109,1,
YNR025C,YNR025C,-0.23227572,1,-0.37497271,0,
YNR026C,SEC12,0.16599552,1,-0.24408182,0.099,
YNR027W,BUD17,-0.11940223,1,-0.15083498,1,
