systematicName,geneSymbol,"ctk1-del vs. wt","ctk1-del vs. wt","cak1-del vs. wt","cak1-del vs. wt",
YBR185C,MBA1,0.055792604,1,0.32528279,0.137,
YBR186W,PCH2,-0.1366324,1,-0.071343914,1,
YBR187W,GDT1,-0.7495186,0,-0.33564278,0.124,
YBR188C,NTC20,-0.69994892,0,0.17047633,1,
YBR189W,RPS9B,-0.39757733,0.449,-0.51099972,0,
YBR190W,YBR190W,-0.089669507,1,-0.38336941,0,
YBR191W,RPL21A,-0.63854154,0.002,-0.8080963,0,
YBR192W,RIM2,-0.16536482,1,-0.14961821,1,
YBR193C,MED8,-0.57686936,0,-0.041143965,1,
YBR194W,SOY1,-1.1812836,0,-0.82635828,0,
YBR195C,MSI1,0.070622888,1,-0.49592883,0,
YBR196C,PGI1,-0.33858603,0.95,0.053458932,1,
YBR197C,YBR197C,-0.75072943,0,-0.51705674,0,
YBR198C,TAF5,-0.67224137,0,-0.68762758,0,
YBR199W,KTR4,0.16321532,1,0.12056428,1,
YBR200W,BEM1,-0.18960461,1,-0.47316596,0,
YBR201W,DER1,0.15096254,1,-0.06281081,1,
YBR202W,CDC47,-0.47014308,0,-1.176805,0,
YBR203W,COS111,0.35051988,0.126,0.65386715,0,
YBR204C,YBR204C,0.11729609,1,0.065972047,1,
YBR205W,KTR3,-1.4225746,0,0.011538576,1,
YBR206W,YBR206W,-1.4772653,0,-0.053502684,1,
YBR207W,FTH1,0.077475452,1,-0.1115065,1,
YBR208C,"DUR1,2",2.0291772,0,0.8188342,0,
YBR209W,YBR209W,0.40405295,0.069,-0.11748998,1,
YBR210W,ERV15,-0.01024044,1,-0.26214194,0.421,
YBR211C,AME1,-0.04883896,1,-0.5680134,0,
YBR212W,NGR1,0.0098344385,1,0.087286312,1,
YBR213W,MET8,-0.59331531,0,-0.34893591,0,
YBR214W,SDS24,0.18472462,1,0.32937623,0.024,
YBR215W,HPC2,0.0029688949,1,0.087720806,1,
YBR216C,YBP1,-0.099135896,1,-0.15337431,1,
YBR217W,ATG12,0.24010669,1,-0.17989213,0.989,
YBR218C,PYC2,0.26474059,0.989,0.011882023,1,
YBR219C,YBR219C,0.32130472,0.269,-0.44196557,0,
YBR220C,YBR220C,-0.68546356,0,-0.51503903,0,
YBR221C,PDB1,-0.085381903,1,0.051622681,1,
YBR222C,PCS60,-0.25695387,1,0.59554185,0,
YBR223C,TDP1,-0.4477764,0.003,0.47237339,0,
YBR224W,YBR224W,-0.18222941,1,-0.36757728,0,
YBR225W,YBR225W,1.1498381,0,0.090013307,1,
YBR226C,YBR226C,-0.23419711,1,-0.1360235,1,
YBR227C,MCX1,0.1109378,1,-0.033296377,1,
YBR228W,SLX1,0.14328892,1,0.10553058,1,
YBR229C,ROT2,-0.74183569,0,0.32822756,0.008,
YBR230C,OM14,0.18847689,1,0.84241572,0,
YBR231C,SWC5,0.21406262,1,-0.031742587,1,
YBR232C,YBR232C,0.47382846,0.829,-0.099805174,1,
YBR233W,PBP2,0.69074784,0,-0.19205658,1,
YBR233W-A,DAD3,-0.31093348,0.49,-0.17972381,1,
YBR234C,ARC40,-0.066303492,1,0.29113201,0.011,
YBR235W,YBR235W,0.23016612,1,0.083846483,1,
YBR236C,ABD1,-0.30172817,0.925,0.56923831,0,
YBR237W,PRP5,0.066233883,1,-0.026401948,1,
YBR238C,YBR238C,-0.16867725,1,-0.26663004,0.202,
YBR239C,YBR239C,-0.31277444,0.49,-0.1999827,1,
YBR240C,THI2,0.070224439,1,0.65900203,0,
YBR241C,YBR241C,-0.18483285,1,0.35730426,0,
YBR242W,YBR242W,-0.52224394,0,0.010192618,1,
YBR243C,ALG7,-0.20999371,1,-0.16642818,1,
YBR244W,GPX2,-0.19989488,1,0.32114306,0.231,
YBR245C,ISW1,-0.20733119,1,-0.49338384,0,
YBR246W,YBR246W,-0.071333303,1,-0.076155602,1,
YBR247C,ENP1,-0.20956324,1,-0.52358513,0,
YBR248C,HIS7,-0.39592868,0.005,0.041971857,1,
YBR249C,ARO4,0.23505303,1,0.12929621,1,
YBR250W,SPO23,0.71670123,0,0.96396234,0,
YBR251W,MRPS5,0.12806899,1,-0.030549976,1,
YBR252W,DUT1,-0.057676928,1,-0.58012245,0,
YBR253W,SRB6,0.17498159,1,0.065310356,1,
YBR254C,TRS20,-0.45561749,0.033,-0.45443287,0,
YBR255C-A,YBR255C-A,0.54893963,0,-0.26729144,0.036,
YBR255W,YBR255W,0.5463537,0.002,0.17512216,1,
YBR256C,RIB5,0.25877217,0.998,0.6810534,0,
YBR257W,POP4,-0.27563611,0.997,-0.22171235,0.981,
YBR258C,SHG1,0.01175324,1,0.16581549,1,
YBR259W,YBR259W,0.058067077,1,0.18897055,1,
YBR260C,RGD1,0.31022377,1,-0.25439607,0.187,
YBR261C,YBR261C,-1.0210488,0,0.010450451,1,
YBR262C,FMP51,-0.36138488,0.018,-0.23904331,0.508,
YBR263W,SHM1,-0.26372418,0.999,0.081230535,1,
YBR264C,YPT10,0.072915267,1,0.075409406,1,
YBR265W,TSC10,-0.42558455,0.01,-0.60329248,0,
YBR266C,SLM6,-0.38933584,1,-0.22713127,1,
YBR267W,REI1,-0.032643965,1,-0.50694298,0,
YBR268W,MRPL37,-0.22484998,1,-0.35201692,0.007,
YBR269C,FMP21,-0.36204112,0.026,0.38196994,0,
YBR270C,BIT2,0.10440376,1,0.067583651,1,
YBR271W,YBR271W,-0.581728,0,-0.44609889,0,
YBR272C,HSM3,0.32795174,1,0.21588978,0.981,
YBR273C,UBX7,-0.25101159,0.991,-0.23562327,0.234,
YBR274W,CHK1,0.32681344,0.235,0.12783135,1,
YBR275C,RIF1,0.22729748,1,-0.1525851,1,
YBR276C,PPS1,0.42904279,0.002,0.56027474,0,
YBR277C,YBR277C,0.27962581,1,-0.097344442,1,
YBR278W,DPB3,-0.010249158,1,0.064869059,1,
YBR279W,PAF1,-0.13448179,1,-0.40946217,0,
YBR280C,SAF1,0.77361662,0,0.48840189,0,
YBR281C,DUG2,-0.030387892,1,0.071446917,1,
YBR282W,MRPL27,0.29634581,1,-0.10118799,1,
YBR283C,SSH1,-0.15357649,1,-0.25589403,0.107,
YBR284W,YBR284W,0.96154184,0,0.5870673,0,
YBR285W,YBR285W,-0.060729785,1,0.41142625,0,
YBR286W,APE3,-0.22669904,1,0.21725554,0.562,
YBR287W,ZSP1,0.01485515,1,0.032213715,1,
YBR288C,APM3,-0.095401069,1,-0.32239705,1,
YBR289W,SNF5,-0.015786911,1,-0.3309569,0.801,
YBR290W,BSD2,0.033482911,1,-0.10381342,1,
YBR291C,CTP1,0.49874105,0,2.4453215,0,
YBR292C,YBR292C,0.063585774,1,-0.23728211,0.378,
YBR293W,VBA2,0.1352065,1,0.012640181,1,
YBR294W,SUL1,1.2248985,0.998,0.27662768,1,
YBR295W,PCA1,1.6600387,0,0.11935618,1,
YBR296C,PHO89,0.035201596,1,0.38280004,0,
YBR297W,MAL33,0.52212607,0.002,0.97236181,0,
YBR298C,MAL31,0.785425,0,0.2442173,1,
YBR299W,MAL32,0.25441264,1,1.5073329,0,
YBR300C,YBR300C,-0.24092259,1,-0.25126571,0.666,
YBR301W,DAN3,0.37834515,0.018,0.74049587,0,
YBR302C,COS3,0.063765227,1,0.50593157,0,
YCL001W,RER1,-0.18851417,1,-0.3088518,0.055,
YCL001W-A,YCL001W-A,-0.1905197,1,-0.060012211,1,
YCL001W-B,YCL001W-B,0.30414886,1,0.16979676,1,
YCL002C,YCL002C,0.015954227,1,-0.27641348,0.012,
YCL004W,PGS1,0.1639495,1,0.1497016,1,
YCL005W,LDB16,-0.67326939,0,0.067308291,1,
YCL002C,YCL002C,-0.3169378,0.998,-0.24965247,0.64,
YCL007C,YCL007C,2.1810453,0,-0.018090371,1,
YCL008C,STP22,0.21879356,1,0.18009693,1,
YCL009C,ILV6,-0.21750085,1,0.22158016,0.9,
YCL010C,SGF29,0.063489137,1,-0.2907076,0.007,
YCL011C,GBP2,0.026913346,1,-0.34340112,0,
YCL014W,BUD3,0.23750253,1,0.06397226,1,
YCL014W,BUD3,-0.0076593664,1,-0.21415654,1,
YCL016C,DCC1,0.013469406,1,-0.0016181683,1,
YCL017C,NFS1,-0.41136427,0.003,-0.36898142,0.022,
YCL018W,LEU2,-0.22686786,1,4.3725691,0,
YBL100W-B,YBL100W-B,1.3514983,0,1.3631318,0,
YBL100W-A,YBL100W-A,2.0592722,0,1.7928345,0,
YCL021W-A,YCL021W-A,1.716192,0,-0.18678235,1,
YCL022C,YCL022C,-0.15199508,1,-0.15645024,1,
YCL023C,YCL023C,1.2012261,0,0.7304791,0,
YCL024W,KCC4,-0.0051755633,1,-0.15087663,1,
YCL025C,AGP1,0.22708796,1,0.20844235,0.973,
YCL026C-A,FRM2,0.013469406,1,0.29272286,0.054,
YCL026C-B,HBN1,0.31312973,0.332,0.19762639,0.887,
YCL027W,FUS1,0.64424393,0,1.6779772,0,
YCL028W,RNQ1,-0.39009378,0.033,0.016852849,1,
YCL029C,BIK1,-0.14923097,1,-0.019139678,1,
YCL030C,HIS4,0.92683442,0,0.34066481,1,
YCL031C,RRP7,-0.23893774,1,-0.48182747,0,
YCL032W,STE50,0.32386578,1,0.094492826,1,
YCL033C,YCL033C,0.004422289,1,0.34945587,0,
YCL034W,LSB5,-0.16348765,1,0.23599658,0.197,
YCL035C,GRX1,0.48650844,0.003,0.81569838,0,
YCL036W,GFD2,-0.055528323,1,0.012239694,1,
YCL037C,SRO9,-0.57291737,0,-0.25824742,0.063,
YCL038C,ATG22,0.6988941,0.766,0.53502773,0,
YCL039W,GID7,0.68071142,0,0.20611806,0.98,
YCL040W,GLK1,0.33006499,0.34,0.79247225,0,
YCL041C,YCL041C,-0.021700383,1,-0.056822805,1,
YCL042W,YCL042W,0.35391041,0.67,0.6486219,0,
YCL043C,PDI1,0.6299767,0,0.19899697,0.998,
YCL044C,MGR1,0.24494793,1,-0.091622079,1,
YCL045C,YCL045C,-0.036727128,1,-0.046800331,1,
YCL046W,YCL046W,0.17033531,1,-0.14032617,1,
YCL047C,YCL047C,-0.19085066,1,-0.10720022,1,
YCL048W,SPS22,0.11685711,1,0.73778193,0,
YCL049C,YCL049C,0.72932218,0,0.2997956,1,
YCL050C,APA1,0.061126407,1,-0.29917502,0.949,
YCL051W,LRE1,-0.44670832,0.951,-0.22447068,0.956,
YCL052C,PBN1,-0.21548094,1,-0.056543711,1,
YCL054W,SPB1,-0.092530904,1,-0.33908963,1,
YCL055W,KAR4,0.17675679,1,1.9298667,0,
YCL056C,YCL056C,0.24948175,1,-0.00015870518,1,
YCL057C-A,YCL057C-A,0.055639919,1,0.22793819,1,
YCL057W,PRD1,0.014812312,1,0.39727725,0,
YCL058C,FYV5,-0.35275365,0.129,-0.10160124,1,
YCL059C,KRR1,-0.28119519,0.802,-0.27635582,0.02,
YCL061C,MRC1,0.31153799,0.597,-0.15743463,1,
YCL063W,VAC17,-0.21566354,1,-0.60744077,0,
YCL064C,CHA1,-0.77221457,0.001,-0.38403009,0,
YCL065W,YCL065W,-0.25883593,1,-0.15718847,1,
YCL066W,MATALPHA1,0.24672426,1,0.59092293,0,
YCL067C,MATALPHA2,0.28567446,0.998,1.3598135,0,
YCL068C,YCL068C,-0.13957586,1,0.079347388,1,
YCL069W,VBA3,0.99553517,0,-0.092764738,1,
YKR106W,YKR106W,-0.55680288,0,0.62112116,0,
YCL074W,YCL074W,-0.039294065,1,1.1444445,0,
YCL075W,YCL075W,-0.33408337,0.063,0.020982161,1,
YCL076W,YCL076W,0.02830039,1,0.43829285,0,
YCR001W,YCR001W,0.27107901,0.974,-0.049918347,1,
YCR002C,CDC10,-0.44241052,0.07,-0.037696784,1,
YCR003W,MRPL32,0.075327251,1,0.052290679,1,
YCR004C,YCP4,0.27379038,1,-0.10880948,1,
YCR005C,CIT2,-0.23773624,1,0.6146062,0,
YCR006C,YCR006C,-0.19728895,1,-0.14006702,1,
YCR007C,YCR007C,0.76343707,0,0.19941165,1,
YCR008W,SAT4,-0.24278213,1,-0.32242952,0.015,
YCR009C,RVS161,-0.051630899,1,0.29508822,0.015,
YCR010C,ADY2,0.11127174,1,0.070732786,1,
YCR011C,ADP1,0.17928173,1,-0.0015575084,1,
YCR012W,PGK1,0.040668033,1,-0.025504461,1,
YCR013C,YCR013C,-0.25418958,1,-0.30537116,0.009,
YCR014C,POL4,0.76206812,0,-0.088309952,1,
YCR015C,YCR015C,1.8434613,0,-0.021252297,1,
YCR016W,YCR016W,-0.31134516,1,-0.34021424,0.016,
YCR017C,CWH43,0.10456479,1,-0.017611275,1,
YCR018C,SRD1,1.0105507,0,-0.5196356,0,
YCR018C-A,YCR018C-A,0.71195297,0,0.578987,0,
YCR019W,MAK32,-0.10122668,1,0.034342509,1,
YCR020C,PET18,0.80864865,0,0.22333605,0.98,
YCR020C-A,MAK31,-0.10486648,1,-0.62518419,0,
YCR020W-B,HTL1,0.18953994,1,-0.27524148,1,
YCR021C,HSP30,0.032213715,1,-0.52568961,0,
YCR022C,YCR022C,0.41119843,0.003,-0.31295544,0.012,
YCR023C,YCR023C,-0.40914795,0.008,-0.3483958,0.014,
YCR024C,SLM5,-0.68861082,0,-0.23328782,0.608,
YCR024C-A,PMP1,-0.33921191,1,-0.43121876,0.034,
YCR025C,YCR025C,-0.28705916,0.84,-0.75546118,0,
YCR026C,NPP1,-0.35093459,0.049,0.23064572,0.98,
YCR027C,RHB1,-0.26446916,0.986,-0.31170504,0.118,
YCR028C,FEN2,0.029276182,1,-0.089383986,1,
YCR028C-A,RIM1,-0.12105342,1,-0.23101709,0.731,
YCR030C,SYP1,-0.26669426,1,-0.21397414,0.569,
YCR031C,RPS14A,-0.11257611,1,0.3660284,0,
YCR032W,BPH1,0.32319711,0.962,-0.21394736,0.776,
YCR033W,SNT1,-0.29698438,0.771,-0.56697434,0,
YCR034W,FEN1,-0.29610019,0.963,-0.53947969,0,
YCR035C,RRP43,-0.0052465112,1,-0.41977925,0,
YCR036W,RBK1,0.28453782,1,0.79193906,0,
YCR037C,PHO87,-0.3672795,0.12,-0.39319584,0.006,
YCR038C,BUD5,0.027663648,1,0.22934181,0.687,
YCR038W-A,YCR038W-A,0.08345167,1,-0.1175338,1,
YCL067C,MATALPHA2,0.27074421,0.996,1.2050734,0,
YCL066W,MATALPHA1,0.26851823,0.994,0.62511148,0,
YCR041W,YCR041W,0.45551266,0.009,0.34487394,0,
YCR042C,TAF2,-0.24972966,1,-0.59797861,0,
YCR043C,YCR043C,-0.19194616,1,-0.19788787,0.998,
YCR044C,PER1,-0.33277637,0.126,-0.31395942,0,
YCR045C,YCR045C,0.23934916,1,-0.19845888,1,
YCR046C,IMG1,-0.14474698,1,0.03982623,1,
YCR047C,BUD23,-0.66197843,0,-0.22137592,0.924,
YCR048W,ARE1,-0.14896701,1,-0.22115392,0.475,
YCR049C,YCR049C,-0.014760444,1,-0.11274146,1,
YCR050C,YCR050C,-0.059807685,1,-0.12621042,1,
YCR051W,YCR051W,-0.74989945,0,-0.31004607,0.022,
YCR052W,RSC6,-0.29022766,1,-0.17984473,1,
YCR053W,THR4,-0.053742257,1,-0.18994523,0.934,
YCR054C,CTR86,0.21290546,1,-0.21617125,0.5,
YCR057C,PWP2,-0.2818177,1,-0.63326207,0,
YCR059C,YIH1,-0.48793497,0,-0.02992679,1,
YCR060W,TAH1,-0.31958742,0.207,0.14866083,1,
YCR061W,YCR061W,0.26116972,0.998,-0.31263468,0.022,
YCR061W,YCR061W,0.063212994,1,0.0017590152,1,
YCR063W,BUD31,-0.21359601,1,0.063723817,1,
YCR064C,YCR064C,0.16762769,1,-0.24768128,0.231,
YCR065W,HCM1,-0.13405427,1,0.051121479,1,
YCR066W,RAD18,0.72674404,0,0.17749688,1,
YCR067C,SED4,0.055598275,1,-0.053519154,1,
YCR068W,ATG15,-0.36789189,0.308,0.44113286,0,
YCR069W,CPR4,-0.067149645,1,0.20646819,1,
YCR071C,IMG2,-0.037490955,1,-0.28334618,0.02,
YCR072C,RSA4,-0.50139578,0,-0.64679416,0,
YCR073C,SSK22,0.8333678,0,0.52957111,0,
YCR073W-A,SOL2,-0.067232777,1,0.15054668,1,
YCR075C,ERS1,-0.16846807,1,0.30049863,0.005,
YCR076C,YCR076C,-0.28725281,0.63,0.19034937,0.971,
YCR077C,PAT1,-0.35040293,0.07,-0.52595132,0,
YCR079W,PTC6,-0.032596743,1,0.089918424,1,
YCR081W,SRB8,0.060517826,1,-0.21913225,1,
YCR082W,AHC2,-0.078780013,1,-0.15923466,1,
YCR083W,TRX3,0.037874166,1,0.44591736,0,
YCR084C,TUP1,-0.1597245,1,-0.26465806,0.11,
YCR085W,YCR085W,0.30815115,0.985,-0.30373192,0.019,
YCR086W,CSM1,-0.094878656,1,0.0043935232,1,
YCR087C-A,LUG1,-0.38021891,0.045,-0.49962623,0,
YCR087W,YCR087W,-0.27089713,0.885,-0.23214692,0.323,
YCR088W,ABP1,-0.26539139,1,0.067418441,1,
YCR089W,FIG2,0.71635004,0,2.2273499,0,
YCR090C,YCR090C,-0.38939631,1,0.03013829,1,
YCR091W,KIN82,0.051093629,1,0.36053284,0.007,
YCR092C,MSH3,0.19828041,1,-0.33023484,0,
YCR093W,CDC39,-0.1486935,1,-0.46543235,0.003,
YCR094W,CDC50,-0.089890594,1,0.30780154,0.064,
YCR095C,OCA4,-0.20771934,1,-0.3704522,0,
YCL067C,MATALPHA2,0.20124491,1,1.1600941,0,
YCR097W,MATA1,-0.040384136,1,-0.20033739,0.98,
YCR098C,GIT1,-0.53526901,0.038,0.89994899,0,
YCR099C,YCR099C,-0.68525012,0.786,0.77473014,0,
YCR100C,YCR100C,-0.59727346,0.997,0.9355729,0,
YCR101C,YCR101C,-0.41606121,1,0.46808278,0,
YCR102C,YCR102C,-0.25630926,1,1.4892346,0,
YCR102W-A,YCR102W-A,-0.19163637,1,1.0040986,0,
YBL108W,YBL108W,-0.36904291,0.047,-0.22589231,1,
YCR104W,PAU3,0.30712538,0.297,1.2809088,0,
YCR105W,ADH7,-0.059171735,1,-0.14431003,1,
YCR106W,RDS1,-0.25461292,1,0.10733971,1,
YCR107W,AAD3,-3.7385226,0,0.38703161,0,
YDL001W,RMD1,0.19630488,1,-0.21973526,0.569,
YDL002C,NHP10,-0.11763554,1,-0.12656475,1,
YDL003W,MCD1,0.26540089,0.98,0.015297736,1,
YDL004W,ATP16,-0.029536515,1,0.31716512,0.007,
YDL005C,MED2,-0.51174414,0,-0.19510553,0.998,
YDL006W,PTC1,-0.042751014,1,-0.10220507,1,
YDL007W,RPT2,0.3910858,0.029,-0.024022112,1,
YDL008W,APC11,-0.24798964,1,-0.53791417,0,
YDL009C,YDL009C,0.88489483,0,-0.16432327,1,
YDL010W,YDL010W,0.18077166,1,0.0030840686,1,
YDL011C,YDL011C,-0.19339712,1,-0.52797188,0.137,
YDL012C,YDL012C,-0.17253539,1,-0.38009686,0,
YDL013W,HEX3,-0.28935114,0.68,0.03083043,1,
YDL014W,NOP1,-0.25028039,0.998,-0.69095889,0,
YDL015C,TSC13,-0.32799293,0.121,-0.093902143,1,
YDL016C,YDL016C,-0.2152029,1,-0.31122344,0.014,
YDL017W,CDC7,0.13341885,1,-0.0025659496,1,
YDL018C,ERP3,-0.015719819,1,-0.50694708,0,
YDL019C,OSH2,0.20116962,1,-0.3701128,1,
YDL020C,RPN4,1.0756627,0,0.40176152,0.006,
YDL021W,GPM2,0.34514654,0.097,0.86144726,0,
YDL022W,GPD1,-0.2483649,1,0.37201599,0,
YDL023C,YDL023C,-0.14158288,1,-0.19809142,1,
YDL024C,DIA3,-0.24912942,1,0.60524778,0,
YDL025C,YDL025C,0.064165463,1,0.42154379,0,
YDL026W,YDL026W,0.11745568,1,0.16370482,1,
YDL027C,YDL027C,0.033694335,1,0.54428754,0,
YDL028C,MPS1,0.15180687,1,-0.18356577,1,
YDL029W,ARP2,-0.042318628,1,0.10699146,1,
YDL030W,PRP9,-0.2767962,1,-0.47813515,0,
YDL031W,DBP10,0.12655003,1,-0.31311137,0,
YDL032W,YDL032W,-0.39852026,0.007,-0.24560331,0.906,
YDL033C,SLM3,-0.70303168,0,-0.22038391,1,
YDL034W,YDL034W,-0.051221256,1,-0.39626661,0,
YDL035C,GPR1,-0.41967503,0.004,0.32796323,0,
YDL036C,PUS9,-1.1439338,0,-0.7217083,0,
YDL037C,BSC1,-0.54369008,0.016,-0.5788268,0.011,
YDL038C,YDL038C,-0.86775483,0,-0.64055979,0,
YDL039C,PRM7,-0.76501561,0,-0.69625081,0,
YDL040C,NAT1,-0.18925255,1,-0.25394871,0.428,
YDL041W,YDL041W,0.18375962,1,0.21411237,0.489,
YDL042C,SIR2,0.00073558691,1,-0.27523275,0.399,
YDL043C,PRP11,-0.12611752,1,-0.3048685,0.202,
YDL044C,MTF2,0.29108485,0.812,-0.15597597,1,
YDL045C,FAD1,0.07165285,1,0.074382124,1,
YDL045W-A,MRP10,0.146981,1,-0.075836249,1,
YDL046W,NPC2,0.28570996,0.612,-0.022032876,1,
YDL047W,SIT4,-0.12272691,1,-0.3465492,0.003,
YDL048C,STP4,-0.67938131,0,-0.71994164,0,
YDL049C,KNH1,-0.84235605,0,-0.89057525,0,
YDL050C,YDL050C,-0.22588725,1,-0.20144178,1,
YDL051W,LHP1,0.070595412,1,-0.066102603,1,
YDL052C,SLC1,0.18204389,1,-0.27383842,0.035,
YDL053C,PBP4,0.11624497,1,0.58227659,0,
YDL054C,MCH1,-0.070277163,1,0.30261736,0.014,
YDL055C,PSA1,-0.032090679,1,-0.44270265,0,
YDL056W,MBP1,-0.076744309,1,-0.11505205,1,
YDL057W,YDL057W,-0.86214503,0,0.015097876,1,
YDL058W,USO1,0.56674697,0,-0.16157742,1,
YDL059C,RAD59,-0.61611161,0,0.045303168,1,
YDL060W,TSR1,-0.22543515,1,-0.36436446,0.932,
YDL061C,RPS29B,-0.023926766,1,-0.7710939,0,
YDL062W,YDL062W,-0.26800352,1,-0.34407853,0,
YDL063C,YDL063C,-0.28649597,1,-0.63180829,0,
YDL064W,UBC9,-0.16954508,1,-0.32476036,0,
YDL065C,PEX19,0.090379227,1,0.15993913,1,
YDL066W,IDP1,-0.073668041,1,0.81614911,0,
YDL067C,COX9,-0.27983188,1,0.34684913,0,
YDL068W,YDL068W,0.19220679,1,-0.28062202,0.007,
YDL069C,CBS1,-0.24320385,1,0.2647646,0.233,
YDL070W,BDF2,0.30613389,0.935,-0.80259504,0,
YDL071C,YDL071C,0.16598267,1,0.037185398,1,
YDL072C,YET3,0.46359107,0.098,0.70952004,0,
YDL073W,YDL073W,0.35097241,0.032,-0.2408544,0.073,
YDL074C,BRE1,-0.15067322,1,-0.65553506,0,
YDL075W,RPL31A,-0.25303376,0.969,-0.29046232,0.013,
YDL076C,RXT3,-0.088563045,1,-0.13938039,1,
YDL077C,VAM6,0.62731734,0,-0.14524948,1,
YDL078C,MDH3,-0.66211768,0,-0.024005976,1,
YDL079C,MRK1,0.58084013,0,-0.004318673,1,
YDL080C,THI3,0.34903684,0.031,-0.065171027,1,
YDL081C,RPP1A,-0.72825164,0,-0.64170277,0,
YDL082W,RPL13A,-0.068708774,1,-0.21768874,0.992,
YDL083C,RPS16B,-0.2215845,1,-0.64785619,0,
YDL084W,SUB2,-0.20078667,1,-0.25071804,1,
YDL085C-A,YDL085C-A,-0.069056821,1,0.025425747,1,
YDL085W,NDE2,-0.22980863,1,0.097179272,1,
YDL086W,YDL086W,-0.63116685,0,0.19350683,1,
YDL087C,LUC7,-0.2275231,1,0.18447074,1,
YDL088C,ASM4,0.12300395,1,-0.10533975,1,
YDL089W,YDL089W,0.045442971,1,0.31477772,0.054,
YDL090C,RAM1,-0.60745176,0,-0.31216889,0.142,
YDL091C,UBX3,0.085846117,1,0.050982226,1,
YDL092W,SRP14,-0.21038592,1,-0.19533677,1,
YDL093W,PMT5,0.21974781,1,-0.20691983,0.879,
YDL094C,YDL094C,0.047287099,1,0.16811569,1,
YDL095W,PMT1,0.1137805,1,-0.42765939,0,
YDL096C,YDL096C,0.029247908,1,-0.28223695,0.751,
YDL097C,RPN6,0.29390014,0.65,-0.11514892,1,
YDL098C,SNU23,0.00020196317,1,-0.13940582,1,
YDL099W,BUG1,-0.014710889,1,-0.076433953,1,
YDL100C,GET3,0.0099204096,1,0.26167523,0.998,
YDL101C,DUN1,0.57719919,0.003,-0.053546104,1,
YDL102W,CDC2,0.014326724,1,-0.19088195,1,
YDL103C,QRI1,-0.055372404,1,0.10299399,1,
YDL104C,QRI7,-0.0806172,1,-0.04347938,1,
YDL105W,NSE4,-0.14567395,1,-0.52316004,0,
YDL106C,PHO2,-0.098958196,1,-0.19987333,1,
YDL107W,MSS2,-0.11321264,1,-0.042183441,1,
YDL108W,KIN28,-0.17933331,1,0.0046523954,1,
YDL109C,YDL109C,0.034300246,1,0.11026969,1,
YDL110C,TMA17,0.71352866,0,1.0081928,0,
YDL111C,RRP42,-0.27378435,0.725,-0.19635799,0.815,
YDL112W,TRM3,-0.13207666,1,-0.43218784,0,
YDL113C,ATG20,0.15294919,1,0.20638066,1,
YDL114W,YDL114W,1.0281801,0,0.96162333,0,
YDL114W-A,YDL114W-A,0.59590462,0,-0.53230525,0,
YDL115C,IWR1,-0.1147599,1,0.0080709014,1,
YDL116W,NUP84,-0.24769156,1,-0.26555093,0.012,
YDL117W,CYK3,-0.14512344,1,0.44769556,0,
YDL118W,YDL118W,-0.05626767,1,-0.29956383,0.09,
YDL119C,YDL119C,0.36771772,0.045,1.1349306,0,
YDL120W,YFH1,0.18847689,1,-0.20557166,1,
YDL121C,YDL121C,-0.043839239,1,-0.17713609,1,
YDL122W,UBP1,-0.090360517,1,-0.25204723,0.054,
YDL123W,SNA4,0.064068865,1,-0.055471351,1,
YDL124W,YDL124W,0.44167469,0.008,0.23939804,1,
YDL125C,HNT1,0.23134638,1,0.11818694,1,
YDL126C,CDC48,-0.15213615,1,0.078213586,1,
YDL127W,PCL2,0.44566315,0.002,1.1485632,0,
YDL128W,VCX1,-0.080341091,1,-0.80258245,0,
YDL129W,YDL129W,-0.67970249,0,-0.67875995,0,
YDL130W,RPP1B,-0.63466804,0,0.61369194,0,
YDL130W-A,STF1,0.26231288,1,1.0841051,0,
YDL131W,LYS21,0.057886914,1,1.1221824,0,
YDL132W,CDC53,0.35999337,0.16,-0.0069937979,1,
YDL133C-A,RPL41B,-0.2409959,1,0.49782183,0,
YDL133W,YDL133W,-0.050022895,1,0.4236212,0,
YDL134C,PPH21,-0.018872163,1,0.048557059,1,
YDL135C,RDI1,0.18383583,1,0.10385344,1,
YDL136W,RPL35B,-1.0771902,0,-1.441846,0,
YDL137W,ARF2,0.10640193,1,0.23267303,0.126,
YDL138W,RGT2,-1.3548407,0,-0.27389424,0.147,
YDL139C,SCM3,-0.37990912,0.017,0.14961057,1,
YDL140C,RPO21,-0.29503776,0.717,-0.1572496,1,
YDL141W,BPL1,0.4451546,0.003,0.25407395,0.271,
YDL142C,CRD1,0.35173008,0.049,0.051121479,1,
YDL143W,CCT4,-0.11539426,1,-0.35381337,0,
YDL144C,YDL144C,-0.65820776,0,-0.33043437,0,
YDL145C,COP1,0.10437692,1,-0.24732504,0.998,
YDL146W,LDB17,-0.49361945,0.357,-0.56883278,0,
YDL147W,RPN5,0.03083043,1,-0.46626125,0.015,
YDL148C,NOP14,-0.40311446,0.007,-0.38274666,0.006,
YDL149W,ATG9,0.95468767,0,-0.05968739,1,
YDL150W,RPC53,-0.17773648,1,-0.14921018,1,
YDL151C,YDL151C,0.014012434,1,-0.24316286,0.885,
YDL152W,YDL152W,-0.092872437,1,-0.16019517,1,
YDL153C,SAS10,-0.15560149,1,-0.65228899,0,
