P	Target	Mode
YFR014C	YGL105W	
YFR014C	YGR159C	
YFR014C	YLR060W	
YFR014C	YLL043W	
YFR014C	YNL227C	
YFR014C	YJR001W	
YFR014C	YBR177C	
YFR014C	YKL064W	
YFR014C	YKR074W	
YFR014C	YGL207W	
YFR014C	YGR130C	
YFR014C	YNR033W	
YFR014C	YHR116W	
YFR014C	YOL148C	
YFR014C	YPL156C	
YFR014C	YEL017W	
YFR014C	YPR035W	
YFR014C	YER143W	
YFR014C	YOR332W	
YFR014C	YML030W	
YFR014C	YOR340C	
YFR014C	YER092W	
YFR014C	YPR152C	
YFR014C	YHR182W	
YFR014C	YOR123C	
YFR014C	YMR049C	
YFR014C	YDR354W	
YFR014C	YLL024C	
YFR014C	YML062C	
YFR014C	YNL186W	
YFR014C	YLR457C	
YFR014C	YDR328C	
YFR014C	YBL055C	
YFR014C	YBL011W	
YFR014C	YLL033W	
YFR014C	YOR141C	
YFR014C	YCL029C	
YFR014C	YPR171W	
YFR014C	YKL042W	
YFR014C	YJL137C	
YFR014C	YPR187W	
YFR014C	YLR265C	
YFR014C	YOR078W	
YFR014C	YGL055W	
YFR014C	YLR215C	
YFR014C	YGL143C	
YFR014C	YKL044W	
YFR014C	YJL160C	
YFR014C	YGL172W	
YFR014C	YDR486C	
YFR014C	YMR173W	
YFR014C	YLR319C	
YFR014C	YIL052C	
YFR014C	YMR290C	
YFR014C	YKL149C	
YFR014C	YMR087W	
YFR014C	YJL148W	
YFR014C	YNL267W	
YFR014C	YKL128C	
YFR014C	YPR083W	
YFR014C	YBL078C	
YFR014C	YPL133C	
YFR014C	YJL136C	
YFR014C	YAL028W	
YFR014C	YER157W	
YFR014C	YGR028W	
YFR014C	YFL054C	
YFR014C	YOR092W	
YOL016C	YML037C	
YOL016C	YER064C	
YOL016C	YPR013C	
YOL016C	YDR264C	
YOL016C	YJL007C	
YOL016C	YML096W	
YOL016C	YMR165C	
YOL016C	YPR050C	
YOL016C	YGR159C	
YOL016C	YFR056C	
YKL139W	YJL089W	
YKL139W	YOL012C	
YGR092W	YOR228C	
YGR092W	YOR362C	
YGR092W	YDR299W	
YGR092W	YML035C	
YGR092W	YNL007C	
YGR092W	YHR182W	
YGR092W	YNL155W	
YGR092W	YKL168C	
YGR092W	YJL211C	
YGR092W	YKR022C	
YGR092W	YMR165C	
YGR092W	YNL101W	
YGR092W	YFR033C	
YGR092W	YJL076W	
YGR092W	YNR006W	
YGR092W	YKL146W	
YGR092W	YNL284C-A	
YGR092W	YGR038C-A	
YGR092W	YNL272C	
YGR092W	YHL021C	
YGR092W	YKL077W	
YGR092W	YPR091C	
YGR092W	YGR223C	
YGR092W	YGL245W	
YGR092W	YDR293C	
YGR092W	YPL150W	
YGR092W	YDR134C	
YGR092W	YIL135C	
YGR092W	YDL019C	
YGR092W	YLR303W	
YGR092W	YBL024W	
YGR092W	YMR239C	
YGR092W	YDL153C	
YGR092W	YBR118W	
YGR092W	YGR220C	
YGR092W	YJR094W-A	
YGR092W	YNR047W	
YGR092W	YJR142W	
YGR092W	YML037C	
YGR092W	YMR184W	
YGR092W	YKL140W	
YGR092W	YOL104C	
YGR092W	YNL125C	
YGR092W	YBR285W	
YGR092W	YGR264C	
YGR092W	YGL105W	
YGR092W	YMR229C	
YGR092W	YJL108C	
YGR092W	YCR105W	
YGR092W	YBR108W	
YGR092W	YPR137C-A	
YGR092W	YDL002C	
YGR092W	YBL106C	
YGR092W	YJL213W	
YGR092W	YDL070W	
YGR092W	YDR226W	
YGR092W	YDL220C	
YGR092W	YBR138C	
YGR092W	YPL257W-A	
YGR092W	YLR007W	
YGR092W	YMR196W	
YGR092W	YLL008W	
YDL101C	YKR097W	
YDL101C	YHR185C	
YDL101C	YBL011W	
YDL101C	YLR098C	
YDL101C	YER064C	
YDL101C	YPL177C	
YDL101C	YLR001C	
YDL101C	YGR038C-A	
YDL101C	YJR056C	
YDL101C	YDR264C	
YDL101C	YER079W	
YDL101C	YJL111W	
YDL101C	YAR019C	
YDL101C	YEL017W	
YDL101C	YHR067W	
YDL101C	YDR523C	
YDL101C	YDR171W	
YDL101C	YDR531W	
YDL101C	YML083C	
YDL101C	YPR050C	
YKL048C	YIL033C	
YKL048C	YJR130C	
YKL048C	YBR064W	
YKL048C	YPL128C	
YKL048C	YHR111W	
YAL017W	YGL245W	
YAL017W	YDR293C	
YAL017W	YNR047W	
YAL017W	YCL043C	
YAL017W	YPR160W	
YAL017W	YHL024W	
YAL017W	YAR019C	
YAL017W	YDR454C	
YAL017W	YDR259C	
YAL017W	YLR257W	
YAL017W	YJL110C	
YAL017W	YOL125W	
YAL017W	YML037C	
YAL017W	YMR184W	
YAL017W	YKL168C	
YAL017W	YML073C	
YAL017W	YDR134C	
YAL017W	YPR050C	
YAL017W	YDL153C	
YBL016W	YBL023C	
YBL016W	YPR086W	
YBL016W	YGL055W	
YBL016W	YER082C	
YBL016W	YHR117W	
YBL016W	YPL146C	
YBL016W	YMR262W	
YBL016W	YGR237C	
YBL016W	YGL099W	
YBL016W	YOR309C	
YBL016W	YOL103W-A	
YBL016W	YLR451W	
YBL016W	YPR139C	
YBL016W	YFL023W	
YBL016W	YBL057C	
YBL016W	YDL153C	
YBL016W	YKL081W	
YBL016W	YHR214C-C	
YBL016W	YPL133C	
YBL016W	YDR439W	
YBL016W	YER098W	
YBL016W	YDR120C	
YBL016W	YPR158C-C	
YBL016W	YHL019C	
YBL016W	YLR003C	
YBL016W	YDR153C	
YBL016W	YNL227C	
YBL016W	YKL064W	
YBL016W	YNL186W	
YBL016W	YPR137C-A	
YBL016W	YHR131C	
YBL016W	YDL070W	
YBL016W	YNL136W	
YBL016W	YBL055C	
YBL016W	YBL011W	
YBL016W	YDR440W	
YBL016W	YNL054W-A	
YBL016W	YPL257W-A	
YBL016W	YLR192C	
YBL016W	YPR158W-A	
YBL016W	YER122C	
YBL016W	YOR151C	
YBL016W	YOL127W	
YBL016W	YOR141C	
YBL016W	YNL284C-A	
YBL016W	YDR034C-C	
YBL016W	YEL053C	
YBL016W	YDR266C	
YBL016W	YML045W-A	
YBL016W	YER151C	
YBL016W	YOL130W	
YBL016W	YEL032W	
YBL016W	YBR055C	
YBL016W	YDL173W	
YBL016W	YNL293W	
YBL016W	YGR027W-A	
YBL016W	YAL034C	
YBL016W	YJR014W	
YBL016W	YJL117W	
YBL016W	YMR235C	
YBL016W	YNL135C	
YBL016W	YOR276W	
YBL016W	YGL082W	
YBL016W	YOL023W	
YBL016W	YDR152W	
YBL016W	YNR019W	
YBL016W	YFR039C	
YBL016W	YPR115W	
YBL016W	YEL050C	
YBL016W	YBR259W	
YBL016W	YOL016C	
YBL016W	YMR186W	
YBL016W	YLR394W	
YBL016W	YNR050C	
YBL016W	YDR225W	
YDR507C	YDL225W	
YDR507C	YMR086W	
YDR507C	YLR345W	
YDR507C	YLR242C	
YDR507C	YKL093W	
YJL165C	YDL074C	
YJL165C	YHR201C	
YJL165C	YDR007W	
YJL165C	YGR051C	
YJL165C	YDR020C	
YJL165C	YCR099C	
YJL165C	YDR022C	
YJL165C	YML037C	
YJL165C	YPR013C	
YJL165C	YOL122C	
YJL165C	YHR056C	
YJL165C	YGL105W	
YJL165C	YMR165C	
YJL165C	YDL038C	
YJL165C	YBR108W	
YJL165C	YPR058W	
YJL165C	YGL134W	
YJL165C	YGR130C	
YJL165C	YOR210W	
YJL165C	YDL212W	
YJL165C	YNL116W	
YJL165C	YDR293C	
YJL165C	YOR292C	
YJL165C	YDL056W	
YJL165C	YPR160W	
YJL165C	YPR119W	
YJL165C	YAR007C	
YPL204W	YIL007C	
YPL204W	YLL008W	
YPL204W	YGR276C	
YPL204W	YJR125C	
YPL204W	YJR044C	
YPL204W	YGR167W	
YPL204W	YML035C	
YPL204W	YNL212W	
YPL204W	YOR187W	
YPL204W	YKL178C	
YPL204W	YLR003C	
YPL204W	YKR090W	
YPL204W	YLR438W	
YKL101W	YNL202W	
YKL101W	YDL013W	
YKL101W	YJR096W	
YKL101W	YDR023W	
YKL101W	YJR089W	
YKL101W	YLR011W	
YKL101W	YML035C	
YKL101W	YNL007C	
YKL101W	YPR072W	
YKL101W	YMR165C	
YKL101W	YBR273C	
YKL101W	YOR239W	
YKL101W	YER036C	
YKL101W	YML042W	
YKL101W	YNR006W	
YKL101W	YGR121C	
YKL101W	YNL286W	
YKL101W	YNL272C	
YKL101W	YDR034C-C	
YKL101W	YMR285C	
YKL101W	YLL024C	
YKL101W	YHL021C	
YKL101W	YOL139C	
YKL101W	YKR048C	
YKL101W	YJR141W	
YKL101W	YDR398W	
YKL101W	YFL023W	
YKL101W	YBL064C	
YKL101W	YDR134C	
YKL101W	YBL024W	
YKL101W	YMR239C	
YKL101W	YBR169C	
YKL101W	YMR115W	
YKL101W	YBR118W	
YKL101W	YOR335C	
YKL101W	YER098W	
YKL101W	YMR155W	
YKL101W	YPL246C	
YKL101W	YOL125W	
YKL101W	YMR184W	
YKL101W	YBR285W	
YKL101W	YDL223C	
YKL101W	YNL077W	
YKL101W	YGL105W	
YKL101W	YMR229C	
YKL101W	YIL038C	
YKL101W	YLR195C	
YKL101W	YGR210C	
YKL101W	YOR168W	
YKL101W	YGL207W	
YKL101W	YPR137C-A	
YKL101W	YDL074C	
YKL101W	YKR071C	
YKL101W	YBR130C	
YKL101W	YKL152C	
YKL101W	YDL002C	
YKL101W	YBR155W	
YKL101W	YHL009C	
YKL101W	YNL136W	
YKL101W	YPL257W-A	
YKL101W	YOR252W	
YKL101W	YER122C	
YKL101W	YLL008W	
YKL101W	YNL064C	
YKL101W	YIL078W	
YKL101W	YGR276C	
YKL101W	YIL057C	
YJL057C	YHR185C	
YJL057C	YOL078W	
YJL057C	YDR023W	
YJL057C	YAR019C	
YJL057C	YGL245W	
YJL057C	YAL034W-A	
YJL057C	YOL125W	
YJL057C	YBL011W	
YJL057C	YKL096W-A	
YJL057C	YPR013C	
YJL057C	YML073C	
YJL057C	YML121W	
YJL057C	YFL063W	
YJL106W	YPL254W	
YJL106W	YDL006W	
YJL106W	YGR240C	
YJL106W	YDR292C	
YJL106W	YPR032W	
YJL106W	YER060W	
YJL106W	YKL168C	
YJL106W	YBR178W	
YJL106W	YMR284W	
YJL106W	YMR165C	
YJL106W	YOR239W	
YJL106W	YHL024W	
YJL106W	YPR058W	
YJL106W	YLR295C	
YJL106W	YNL284C-A	
YJL106W	YDR034C-C	
YJL106W	YNL272C	
YJL106W	YDL210W	
YJL106W	YIL069C	
YJL106W	YNL116W	
YJL106W	YGL245W	
YJL106W	YFL023W	
YJL106W	YPL150W	
YJL106W	YDL236W	
YJL106W	YDL181W	
YJL106W	YDR134C	
YJL106W	YIL135C	
YJL106W	YDL153C	
YJL106W	YBR118W	
YJL106W	YOR335C	
YJL106W	YBL007C	
YJL106W	YNL073W	
YJL106W	YKR100C	
YJL106W	YML037C	
YJL106W	YOL104C	
YJL106W	YPR013C	
YJL106W	YDR411C	
YJL106W	YMR229C	
YJL106W	YBR086C	
YJL106W	YJL108C	
YJL106W	YAL028W	
YJL106W	YNL074C	
YJL106W	YNL186W	
YJL106W	YNL245C	
YJL106W	YBR108W	
YJL106W	YGR126W	
YJL106W	YPR067W	
YJL106W	YLR457C	
YJL106W	YGL207W	
YJL106W	YGR130C	
YJL106W	YLR221C	
YJL106W	YDR059C	
YJL106W	YBR130C	
YJL106W	YNL027W	
YJL106W	YML045W-A	
YJL106W	YDR259C	
YJL106W	YDL070W	
YJL106W	YDR295C	
YJL106W	YDL220C	
YJL106W	YGL051W	
YJL106W	YGR276C	
YPL209C	YHL013C	
YPL209C	YMR262W	
YPL209C	YNL007C	
YPL209C	YJL218W	
YPL209C	YJL080C	
YPL209C	YFL001W	
YPL209C	YKR048C	
YPL209C	YLR150W	
YPL209C	YKR009C	
YPL209C	YPL133C	
YPL209C	YIL091C	
YPL209C	YBR118W	
YPL209C	YOR335C	
YPL209C	YGL105W	
YPL209C	YLR003C	
YPL209C	YMR290C	
YPL209C	YBR155W	
YPL209C	YDL078C	
YPL209C	YBL055C	
YPL209C	YLR192C	
YPL209C	YML074C	
YPL209C	YDR120C	
YPL209C	YML042W	
YPL209C	YLL018C	
YPL209C	YPR115W	
YPL209C	YOR198C	
YPL209C	YBR222C	
YPL209C	YKL023W	
YPL209C	YIL156W	
YPL209C	YCR072C	
YPL209C	YHR090C	
YPL209C	YER125W	
YPL209C	YMR004W	
YHR079C	YPL254W	
YHR079C	YLR410W-A	
YHR079C	YBL103C	
YHR079C	YDR023W	
YHR079C	YDL006W	
YHR079C	YMR295C	
YHR079C	YPL128C	
YHR079C	YPR156C	
YHR079C	YNL097C	
YHR079C	YPR032W	
YHR079C	YOR391C	
YHR079C	YLR429W	
YHR079C	YNL155W	
YHR079C	YBR178W	
YHR079C	YKL168C	
YHR079C	YMR165C	
YHR079C	YOR207C	
YHR079C	YER036C	
YHR079C	YHR114W	
YHR079C	YNR006W	
YHR079C	YNL284C-A	
YHR079C	YNL272C	
YHR079C	YDR034C-C	
YHR079C	YBR197C	
YHR079C	YDR533C	
YHR079C	YAR019C	
YHR079C	YPR091C	
YHR079C	YOL103W-A	
YHR079C	YGL245W	
YHR079C	YDR293C	
YHR079C	YJL051W	
YHR079C	YMR046C	
YHR079C	YNL065W	
YHR079C	YBL064C	
YHR079C	YPL150W	
YHR079C	YHL047C	
YHR079C	YDR134C	
YHR079C	YOR181W	
YHR079C	YNL192W	
YHR079C	YIL135C	
YHR079C	YMR239C	
YHR079C	YDL153C	
YHR079C	YMR140W	
YHR079C	YLR006C	
YHR079C	YBL007C	
YHR079C	YOR113W	
YHR079C	YJR187C	
YHR079C	YDR388W	
YHR079C	YDR120C	
YHR079C	YNR047W	
YHR079C	YPR158C-C	
YHR079C	YML037C	
YHR079C	YMR184W	
YHR079C	YBR285W	
YHR079C	YMR229C	
YHR079C	YLL043W	
YHR079C	YAL028W	
YHR079C	YJL108C	
YHR079C	YNL074C	
YHR079C	YBR108W	
YHR079C	YPR067W	
YHR079C	YDL186W	
YHR079C	YPR137C-A	
YHR079C	YDR328C	
YHR079C	YDR266C	
YHR079C	YML045W-A	
YHR079C	YOR107W	
YHR079C	YDR259C	
YHR079C	YLR257W	
YHR079C	YDL070W	
YHR079C	YPR198W	
YHR079C	YNL054W-A	
YHR079C	YPL257W-A	
YHR079C	YNL224C	
YHR079C	YER122C	
YHR079C	YOL082W	
YHR079C	YKR105C	
YHR079C	YER093C-A	
YHR079C	YOR162C	
YCL024W	YER064C	
YCL024W	YDR023W	
YCL024W	YPR013C	
YCL024W	YML096W	
YCL024W	YGR231C	
YCL024W	YGL245W	
YCL024W	YPR050C	
YCL024W	YAL034W-A	
YDR122W	YIL107C	
YDR122W	YCR073W-A	
YDR122W	YGR249W	
YLR096W	YJR056C	
YLR096W	YLR375W	
YLR096W	YER079W	
YLR096W	YGL035C	
YLR096W	YDR151C	
YLR096W	YIL063C	
YLR096W	YOR100C	
YLR096W	YJR032W	
YLR096W	YLR345W	
YLR096W	YHR207C	
YLR096W	YNL054W	
YLR096W	YLR257W	
YLR096W	YKR100C	
YLR096W	YIL171W	
YLR096W	YDL203C	
YLR096W	YIL044C	
YLR096W	YER122C	
YLR096W	YIL135C	
YLR096W	YNR039C	
YLR096W	YBL024W	
YLR096W	YJR044C	
YLR096W	YPL106C	
YLR096W	YKR090W	
YLR096W	YNL186W	
YLR096W	YBR169C	
YLR096W	YIL172C	
YDL108W	YOL012C	
YDL108W	YER064C	
YDL108W	YPR013C	
YDL108W	YDL166C	
YDL108W	YAL020C	
YDL108W	YBR024W	
YDL108W	YPR050C	
YDL108W	YOR272W	
YDL108W	YAL034W-A	
YAR018C	YHR185C	
YAR018C	YDR007W	
YAR018C	YAR019C	
YAR018C	YNL186W	
YAR018C	YDL153C	
YAR018C	YPR067W	
YOR233W	YNL272C	
YOR233W	YDR264C	
YOR233W	YDR179C	
YOR233W	YBR162C	
YOR233W	YMR165C	
YOR233W	YMR229C	
YOR233W	YDR002W	
YOR233W	YOR392W	
YOR233W	YBR109C	
YOR233W	YMR068W	
YOR233W	YML096W	
YOR233W	YDL153C	
YOR233W	YGR276C	
YOR233W	YDR023W	
YOR233W	YAR019C	
YOR233W	YBL011W	
YOR233W	YML037C	
YOR233W	YML083C	
YOR233W	YBR086C	
YCR091W	YPR063C	
YCR091W	YDR007W	
YCR091W	YLL034C	
YCR091W	YML037C	
YCR091W	YMR184W	
YCR091W	YBR285W	
YCR091W	YAR019C	
YCR091W	YJL089W	
YCR091W	YJL198W	
YCR091W	YPR160W	
YCR091W	YHR082C	
YCR091W	YML083C	
YCR091W	YPR119W	
YCR091W	YDL153C	
YCR091W	YHR056C	
YCR091W	YNL045W	
YCR091W	YML096W	
YCR091W	YMR165C	
YCR091W	YAL028W	
YCR091W	YDL038C	
YCR091W	YGL245W	
YCR091W	YGR276C	
YCR091W	YDL006W	
YCR091W	YOL104C	
YCR091W	YNL155W	
YCR091W	YDL002C	
YCR091W	YIL135C	
YCR091W	YDL192W	
YLL019C	YMR102C	
YLL019C	YOL016C	
YLL019C	YAR019C	
YLL019C	YLR044C	
YLL019C	YGL180W	
YHR082C	YBL030C	
YHR082C	YER064C	
YHR082C	YHR030C	
YHR082C	YMR295C	
YHR082C	YOR362C	
YHR082C	YPL244C	
YHR082C	YCR099C	
YHR082C	YGR094W	
YHR082C	YBR265W	
YHR082C	YDR170W-A	
YHR082C	YBR200W	
YHR082C	YNL155W	
YHR082C	YOR123C	
YHR082C	YDL025C	
YHR082C	YKL168C	
YHR082C	YBL067C	
YHR082C	YMR165C	
YHR082C	YBR273C	
YHR082C	YPR131C	
YHR082C	YPL041C	
YHR082C	YKL197C	
YHR082C	YPL048W	
YHR082C	YNL293W	
YHR082C	YNR006W	
YHR082C	YKL146W	
YHR082C	YGR038C-A	
YHR082C	YOR210W	
YHR082C	YGL245W	
YHR082C	YOR196C	
YHR082C	YOR211C	
YHR082C	YDL113C	
YHR082C	YMR260C	
YHR082C	YDL033C	
YHR082C	YPL150W	
YHR082C	YML083C	
YHR082C	YOL091W	
YHR082C	YDL019C	
YHR082C	YDL149W	
YHR082C	YBL024W	
YHR082C	YBL010C	
YHR082C	YMR239C	
YHR082C	YDL004W	
YHR082C	YMR021C	
YHR082C	YDR188W	
YHR082C	YOR335C	
YHR082C	YPL217C	
YHR082C	YBL061C	
YHR082C	YAL039C	
YHR082C	YCR073W-A	
YHR082C	YFR009W	
YHR082C	YKR070W	
YHR082C	YDL027C	
YHR082C	YBR086C	
YHR082C	YMR290C	
YHR082C	YNL186W	
YHR082C	YOR307C	
YHR082C	YBR151W	
YHR082C	YMR102C	
YHR082C	YDL201W	
YHR082C	YBR130C	
YHR082C	YDL070W	
YHR082C	YLL011W	
YHR082C	YPL094C	
YHR082C	YBL069W	
YHR082C	YBR159W	
YHR082C	YDR226W	
YHR082C	YBR138C	
YHR082C	YPR158W-A	
YHR082C	YDL035C	
YHR082C	YBR247C	
YHR082C	YNL064C	
YHR082C	YGL051W	
YHR082C	YOR162C	
YHR082C	YLR131C	
YHR082C	YOL079W	
YHR082C	YBR225W	
YHR082C	YDL166C	
YHR082C	YPR032W	
YHR082C	YML035C	
YHR082C	YNL007C	
YHR082C	YNL217W	
YHR082C	YER133W	
YHR082C	YDR074W	
YHR082C	YDL173W	
YHR082C	YOR207C	
YHR082C	YBL078C	
YHR082C	YHL024W	
YHR082C	YMR111C	
YHR082C	YBR233W	
YHR082C	YDR034C-C	
YHR082C	YMR285C	
YHR082C	YGR027W-A	
YHR082C	YDL210W	
YHR082C	YDL007W	
YHR082C	YPR091C	
YHR082C	YOL103W-A	
YHR082C	YNL022C	
YHR082C	YMR053C	
YHR082C	YGL256W	
YHR082C	YCL043C	
YHR082C	YFL023W	
YHR082C	YAR015W	
YHR082C	YBR154C	
YHR082C	YNL065W	
YHR082C	YBL064C	
YHR082C	YNL240C	
YHR082C	YDR134C	
YHR082C	YAL020C	
YHR082C	YBR212W	
YHR082C	YIL135C	
YHR082C	YDR323C	
YHR082C	YDR337W	
YHR082C	YDL153C	
YHR082C	YFR048W	
YHR082C	YNL182C	
YHR082C	YBR118W	
YHR082C	YNL189W	
YHR082C	YDL131W	
YHR082C	YER098W	
YHR082C	YDL051W	
YHR082C	YMR155W	
YHR082C	YDR330W	
YHR082C	YNR047W	
YHR082C	YLR249W	
YHR082C	YPL104W	
YHR082C	YPR158C-C	
YHR082C	YFL031W	
YHR082C	YAL013W	
YHR082C	YOL125W	
YHR082C	YNL073W	
YHR082C	YMR184W	
YHR082C	YML037C	
YHR082C	YOR208W	
YHR082C	YPL177C	
YHR082C	YDL219W	
YHR082C	YLR220W	
YHR082C	YMR229C	
YHR082C	YGL105W	
YHR082C	YLR293C	
YHR082C	YAL028W	
YHR082C	YCR105W	
YHR082C	YDR091C	
YHR082C	YMR214W	
YHR082C	YGL207W	
YHR082C	YPR137C-A	
YHR082C	YLR221C	
YHR082C	YDL002C	
YHR082C	YMR302C	
YHR082C	YDR266C	
YHR082C	YML045W-A	
YHR082C	YDR259C	
YHR082C	YLR257W	
YHR082C	YBR170C	
YHR082C	YDL220C	
YHR082C	YNL054W-A	
YHR082C	YPL257W-A	
YHR082C	YNL147W	
YHR082C	YER122C	
YHR082C	YOR035C	
YHR082C	YPL207W	
YHR082C	YPR050C	
YHR082C	YOR224C	
YHR082C	YIL078W	
YHR082C	YGR276C	
YHR082C	YBR121C	
YHR082C	YLR098C	
YHR082C	YKL051W	
YHR082C	YMR143W	
YHR082C	YOR181W	
YHR082C	YBR108W	
YHR082C	YNL027W	
YHR082C	YNL136W	
YHR082C	YDR234W	
YHR082C	YNL181W	
YHR082C	YOR107W	
YHR082C	YKR040C	
YHR082C	YMR281W	
YHR082C	YML054C	
YHR082C	YDR480W	
YHR082C	YDL013W	
YHR082C	YMR291W	
YHR082C	YMR190C	
YHR082C	YDR257C	
YHR082C	YBL057C	
YHR082C	YOL104C	
YHR082C	YNL001W	
YGR040W	YPR072W	
YGR040W	YIL130W	
YGR040W	YKR048C	
YGR040W	YMR229C	
YGR040W	YIL038C	
YGR040W	YJL089W	
YGR040W	YGR116W	
YGR040W	YBL023C	
YGR040W	YPL073C	
YGR040W	YFL011W	
YGR040W	YFL048C	
YGR040W	YGL136C	
YGR040W	YJR108W	
YGR040W	YHR001W	
YGR040W	YKL142W	
YGR040W	YBL100C	
YGR040W	YPL048W	
YGR040W	YER148W	
YGR040W	YIL163C	
YGR040W	YNR006W	
YGR040W	YOR003W	
YGR040W	YDR034C-C	
YGR040W	YNL272C	
YGR040W	YLR324W	
YGR040W	YMR241W	
YGR040W	YHL021C	
YGR040W	YHR216W	
YGR040W	YPR091C	
YGR040W	YGL245W	
YGR040W	YJR105W	
YGR040W	YJR069C	
YGR040W	YIL036W	
YGR040W	YFL023W	
YGR040W	YCL043C	
YGR040W	YGR016W	
YGR040W	YGR078C	
YGR040W	YGR034W	
YGR040W	YBL024W	
YGR040W	YMR239C	
YGR040W	YDL153C	
YGR040W	YLR307W	
YGR040W	YDL178W	
YGR040W	YBL007C	
YGR040W	YER098W	
YGR040W	YDR312W	
YGR040W	YGL061C	
YGR040W	YJR142W	
YGR040W	YBR162C	
YGR040W	YDL128W	
YGR040W	YIL070C	
YGR040W	YNL077W	
YGR040W	YGL105W	
YGR040W	YAL028W	
YGR040W	YFR038W	
YGR040W	YNL186W	
YGR040W	YLL022C	
YGR040W	YPR137C-A	
YGR040W	YOR245C	
YGR040W	YNL288W	
YGR040W	YLR316C	
YGR040W	YDL070W	
YGR040W	YNL054W-A	
YGR040W	YDL198C	
YGR040W	YBR272C	
YGR040W	YLL008W	
YGR040W	YJL199C	
YGR040W	YGR276C	
YNL307C	YBL023C	
YNL307C	YML035C	
YNL307C	YJR043C	
YNL307C	YGL245W	
YNL307C	YEL015W	
YNL307C	YFR022W	
YNL307C	YMR053C	
YNL307C	YGL256W	
YNL307C	YMR239C	
YNL307C	YLR006C	
YNL307C	YNL201C	
YNL307C	YCR073W-A	
YNL307C	YOL125W	
YNL307C	YMR184W	
YNL307C	YMR229C	
YNL307C	YAL028W	
YNL307C	YCR105W	
YNL307C	YDL186W	
YNL307C	YDL002C	
YNL307C	YML045W-A	
YNL307C	YDR259C	
YNL307C	YMR280C	
YNL307C	YLR131C	
YNL307C	YDR023W	
YNL307C	YBR225W	
YNL307C	YBL037W	
YNL307C	YPL080C	
YNL307C	YDL006W	
YNL307C	YLL034C	
YNL307C	YDL166C	
YNL307C	YMR205C	
YNL307C	YDR379W	
YNL307C	YNL217W	
YNL307C	YPL077C	
YNL307C	YOR050C	
YNL307C	YKL168C	
YNL307C	YMR165C	
YNL307C	YBR273C	
YNL307C	YOR207C	
YNL307C	YDR002W	
YNL307C	YDR518W	
YNL307C	YPR058W	
YNL307C	YNR006W	
YNL307C	YKL146W	
YNL307C	YNL284C-A	
YNL307C	YGR038C-A	
YNL307C	YCR100C	
YNL307C	YNL272C	
YNL307C	YLR132C	
YNL307C	YAL034C	
YNL307C	YAR019C	
YNL307C	YJL084C	
YNL307C	YDR293C	
YNL307C	YJR141W	
YNL307C	YMR238W	
YNL307C	YJL110C	
YNL307C	YLR030W	
YNL307C	YNL065W	
YNL307C	YDL156W	
YNL307C	YDR134C	
YNL307C	YOL091W	
YNL307C	YIL135C	
YNL307C	YDL149W	
YNL307C	YBL024W	
YNL307C	YDR072C	
YNL307C	YDL153C	
YNL307C	YMR115W	
YNL307C	YGR220C	
YNL307C	YOR335C	
YNL307C	YER098W	
YNL307C	YDR330W	
YNL307C	YLR249W	
YNL307C	YNR047W	
YNL307C	YML058W	
YNL307C	YML037C	
YNL307C	YDL128W	
YNL307C	YPR013C	
YNL307C	YNL066W	
YNL307C	YFR009W	
YNL307C	YBR086C	
YNL307C	YJL108C	
YNL307C	YNL074C	
YNL307C	YDL209C	
YNL307C	YBR108W	
YNL307C	YGL134W	
YNL307C	YGR126W	
YNL307C	YAL007C	
YNL307C	YKL093W	
YNL307C	YML080W	
YNL307C	YBR043C	
YNL307C	YDL230W	
YNL307C	YNL027W	
YNL307C	YDL070W	
YNL307C	YAL034W-A	
YNL307C	YBL011W	
YNL307C	YDL198C	
YNL307C	YPL257W-A	
YNL307C	YML012W	
YNL307C	YFR014C	
YNL307C	YER122C	
YNL307C	YPR050C	
YNL307C	YOR224C	
YNL307C	YOR028C	
YNL307C	YNL078W	
YNL307C	YGL051W	
YNL307C	YGR276C	
YNL307C	YGL186C	
YNL307C	YNL187W	
YOR351C	YBL007C	
YOR351C	YKR021W	
YOR351C	YOR344C	
YOR351C	YPL077C	
YOR351C	YIL038C	
YOR351C	YLR319C	
YOR351C	YKL159C	
YOR351C	YMR165C	
YOR351C	YJR125C	
YOR351C	YAL028W	
YOR351C	YNL074C	
YOR351C	YJR072C	
YOR351C	YJR049C	
YOR351C	YKL093W	
YOR351C	YLR047C	
YOR351C	YDR323C	
YOR351C	YFL034W	
YOR351C	YDR134C	
YOR351C	YJL146W	
YOR351C	YIL135C	
YOR351C	YKL185W	
YOR351C	YCR073W-A	
YOR351C	YML064C	
YOR351C	YGL035C	
YOR351C	YPL203W	
YOR351C	YPL100W	
YOR351C	YGL134W	
YOR351C	YML058W	
YOR351C	YIL033C	
YOR351C	YDR207C	
YOR231W	YHR157W	
YOR231W	YER064C	
YOR231W	YBR138C	
YOR231W	YAR019C	
YOR231W	YDL166C	
YOR231W	YML083C	
YOR231W	YPR050C	
YOR231W	YOR207C	
YOR231W	YKL015W	
YDL028C	YAR019C	
YDL028C	YJL089W	
YDL028C	YNL116W	
YDL028C	YHR209W	
YDL028C	YPR048W	
YDL028C	YNL186W	
YER129W	YDL006W	
YER129W	YAR019C	
YER129W	YGL245W	
YER129W	YJL051W	
